Country Code,Year,literacy_rate
CYM,1966,N/A
CYP,1966,N/A
CZE,1966,N/A
DEU,1966,N/A
DJI,1966,N/A
DMA,1966,N/A
DNK,1966,N/A
DOM,1966,N/A
DZA,1966,N/A
ECU,1966,N/A
EGY,1966,N/A
ERI,1966,N/A
ESP,1966,N/A
EST,1966,N/A
ETH,1966,N/A
FIN,1966,N/A
FJI,1966,N/A
FRA,1966,N/A
FSM,1966,N/A
GAB,1966,N/A
GBR,1966,N/A
GEO,1966,N/A
GHA,1966,N/A
GIN,1966,N/A
GMB,1966,N/A
GNB,1966,N/A
GNQ,1966,N/A
GRC,1966,N/A
GRD,1966,N/A
GTM,1966,N/A
GUM,1966,N/A
GUY,1966,N/A
HKG,1966,N/A
HND,1966,N/A
HRV,1966,N/A
HTI,1966,N/A
HUN,1966,N/A
IDN,1966,N/A
IND,1966,N/A
IRL,1966,N/A
IRN,1966,N/A
IRQ,1966,N/A
ISL,1966,N/A
ISR,1966,N/A
ITA,1966,N/A
JAM,1966,N/A
JOR,1966,N/A
JPN,1966,N/A
KAZ,1966,N/A
KEN,1966,N/A
KGZ,1966,N/A
KHM,1966,N/A
KIR,1966,N/A
KNA,1966,N/A
KOR,1966,N/A
KWT,1966,N/A
LAO,1966,N/A
LBN,1966,N/A
LBR,1966,N/A
LBY,1966,N/A
LCA,1966,N/A
LIE,1966,N/A
LKA,1966,N/A
LSO,1966,N/A
LTU,1966,N/A
LUX,1966,N/A
LVA,1966,N/A
MAC,1966,N/A
MAF,1966,N/A
MAR,1966,N/A
MDA,1966,N/A
MDG,1966,N/A
MDV,1966,N/A
MEX,1966,N/A
MHL,1966,N/A
MKD,1966,N/A
MLI,1966,N/A
MLT,1966,N/A
MMR,1966,N/A
MNE,1966,N/A
MNG,1966,N/A
MNP,1966,N/A
MOZ,1966,N/A
MRT,1966,N/A
MUS,1966,N/A
MWI,1966,N/A
MYS,1966,N/A
NAM,1966,N/A
NCL,1966,N/A
NER,1966,N/A
NGA,1966,N/A
NIC,1966,N/A
NLD,1966,N/A
NOR,1966,N/A
NPL,1966,N/A
NZL,1966,N/A
OMN,1966,N/A
PAK,1966,N/A
PAN,1966,N/A
PER,1966,N/A
PHL,1966,N/A
PLW,1966,N/A
PNG,1966,N/A
POL,1966,N/A
PRI,1966,N/A
PRK,1966,N/A
PRT,1966,N/A
PRY,1966,N/A
PSE,1966,N/A
PYF,1966,N/A
QAT,1966,N/A
ROU,1966,N/A
RUS,1966,N/A
RWA,1966,N/A
SAU,1966,N/A
SDN,1966,N/A
SEN,1966,N/A
SGP,1966,N/A
SLB,1966,N/A
SLE,1966,N/A
SLV,1966,N/A
SOM,1966,N/A
SRB,1966,N/A
SSD,1966,N/A
STP,1966,N/A
SUR,1966,N/A
SVK,1966,N/A
SVN,1966,N/A
SWE,1966,N/A
SWZ,1966,N/A
SXM,1966,N/A
SYC,1966,N/A
SYR,1966,N/A
TCA,1966,N/A
TCD,1966,N/A
TGO,1966,N/A
THA,1966,N/A
TJK,1966,N/A
TKM,1966,N/A
TLS,1966,N/A
TON,1966,N/A
TTO,1966,N/A
TUN,1966,N/A
TUR,1966,N/A
TUV,1966,N/A
TZA,1966,N/A
UGA,1966,N/A
UKR,1966,N/A
URY,1966,N/A
USA,1966,N/A
UZB,1966,N/A
VCT,1966,N/A
VEN,1966,N/A
VGB,1966,N/A
VIR,1966,N/A
VNM,1966,N/A
VUT,1966,N/A
WSM,1966,N/A
YEM,1966,N/A
ZAF,1966,N/A
ZMB,1966,N/A
ZWE,1966,N/A
AFG,1967,N/A
AGO,1967,N/A
ALB,1967,N/A
ARE,1967,N/A
ARG,1967,N/A
ARM,1967,N/A
ASM,1967,N/A
ATG,1967,N/A
AUS,1967,N/A
AUT,1967,N/A
AZE,1967,N/A
BDI,1967,N/A
BEL,1967,N/A
BEN,1967,N/A
BFA,1967,N/A
BGD,1967,N/A
BGR,1967,N/A
BHR,1967,N/A
BHS,1967,N/A
BIH,1967,N/A
BLR,1967,N/A
BLZ,1967,N/A
BMU,1967,N/A
BOL,1967,N/A
BRA,1967,N/A
BRB,1967,N/A
BRN,1967,N/A
BTN,1967,N/A
BWA,1967,N/A
CAF,1967,N/A
CAN,1967,N/A
CHE,1967,N/A
CHL,1967,N/A
CHN,1967,N/A
CIV,1967,N/A
CMR,1967,N/A
COD,1967,N/A
COG,1967,N/A
COL,1967,N/A
COM,1967,N/A
CPV,1967,N/A
CRI,1967,N/A
CUB,1967,N/A
CYM,1967,N/A
CYP,1967,N/A
CZE,1967,N/A
DEU,1967,N/A
DJI,1967,N/A
DMA,1967,N/A
DNK,1967,N/A
DOM,1967,N/A
DZA,1967,N/A
ECU,1967,N/A
EGY,1967,N/A
ERI,1967,N/A
ESP,1967,N/A
EST,1967,N/A
ETH,1967,N/A
FIN,1967,N/A
FJI,1967,N/A
FRA,1967,N/A
FSM,1967,N/A
GAB,1967,N/A
GBR,1967,N/A
GEO,1967,N/A
GHA,1967,N/A
GIN,1967,N/A
GMB,1967,N/A
GNB,1967,N/A
GNQ,1967,N/A
GRC,1967,N/A
GRD,1967,N/A
GTM,1967,N/A
GUM,1967,N/A
GUY,1967,N/A
HKG,1967,N/A
HND,1967,N/A
HRV,1967,N/A
HTI,1967,N/A
HUN,1967,N/A
IDN,1967,N/A
IND,1967,N/A
IRL,1967,N/A
IRN,1967,N/A
IRQ,1967,N/A
ISL,1967,N/A
ISR,1967,N/A
ITA,1967,N/A
JAM,1967,N/A
JOR,1967,N/A
JPN,1967,N/A
KAZ,1967,N/A
KEN,1967,N/A
KGZ,1967,N/A
KHM,1967,N/A
KIR,1967,N/A
KNA,1967,N/A
KOR,1967,N/A
KWT,1967,N/A
LAO,1967,N/A
LBN,1967,N/A
LBR,1967,N/A
LBY,1967,N/A
LCA,1967,N/A
LIE,1967,N/A
LKA,1967,N/A
LSO,1967,N/A
LTU,1967,N/A
LUX,1967,N/A
LVA,1967,N/A
MAC,1967,N/A
MAF,1967,N/A
MAR,1967,N/A
MDA,1967,N/A
MDG,1967,N/A
MDV,1967,N/A
MEX,1967,N/A
MHL,1967,N/A
MKD,1967,N/A
MLI,1967,N/A
MLT,1967,N/A
MMR,1967,N/A
MNE,1967,N/A
MNG,1967,N/A
MNP,1967,N/A
MOZ,1967,N/A
MRT,1967,N/A
MUS,1967,N/A
MWI,1967,N/A
MYS,1967,N/A
NAM,1967,N/A
NCL,1967,N/A
NER,1967,N/A
NGA,1967,N/A
NIC,1967,N/A
NLD,1967,N/A
NOR,1967,N/A
NPL,1967,N/A
NZL,1967,N/A
OMN,1967,N/A
PAK,1967,N/A
PAN,1967,N/A
PER,1967,N/A
PHL,1967,N/A
PLW,1967,N/A
PNG,1967,N/A
POL,1967,N/A
PRI,1967,N/A
PRK,1967,N/A
PRT,1967,N/A
PRY,1967,N/A
PSE,1967,N/A
PYF,1967,N/A
QAT,1967,N/A
ROU,1967,N/A
RUS,1967,N/A
RWA,1967,N/A
SAU,1967,N/A
SDN,1967,N/A
SEN,1967,N/A
SGP,1967,N/A
SLB,1967,N/A
SLE,1967,N/A
SLV,1967,N/A
SOM,1967,N/A
SRB,1967,N/A
SSD,1967,N/A
STP,1967,N/A
SUR,1967,N/A
SVK,1967,N/A
SVN,1967,N/A
SWE,1967,N/A
SWZ,1967,N/A
SXM,1967,N/A
SYC,1967,N/A
SYR,1967,N/A
TCA,1967,N/A
TCD,1967,N/A
TGO,1967,N/A
THA,1967,N/A
TJK,1967,N/A
TKM,1967,N/A
TLS,1967,N/A
TON,1967,N/A
TTO,1967,N/A
TUN,1967,N/A
TUR,1967,N/A
TUV,1967,N/A
TZA,1967,N/A
UGA,1967,N/A
UKR,1967,N/A
URY,1967,N/A
USA,1967,N/A
UZB,1967,N/A
VCT,1967,N/A
VEN,1967,N/A
VGB,1967,N/A
VIR,1967,N/A
VNM,1967,N/A
VUT,1967,N/A
WSM,1967,N/A
YEM,1967,N/A
ZAF,1967,N/A
ZMB,1967,N/A
ZWE,1967,N/A
AFG,1968,N/A
AGO,1968,N/A
ALB,1968,N/A
ARE,1968,N/A
ARG,1968,N/A
ARM,1968,N/A
ASM,1968,N/A
ATG,1968,N/A
AUS,1968,N/A
AUT,1968,N/A
AZE,1968,N/A
BDI,1968,N/A
BEL,1968,N/A
BEN,1968,N/A
BFA,1968,N/A
BGD,1968,N/A
BGR,1968,N/A
BHR,1968,N/A
BHS,1968,N/A
BIH,1968,N/A
BLR,1968,N/A
BLZ,1968,N/A
BMU,1968,N/A
BOL,1968,N/A
BRA,1968,N/A
BRB,1968,N/A
BRN,1968,N/A
BTN,1968,N/A
BWA,1968,N/A
CAF,1968,N/A
CAN,1968,N/A
CHE,1968,N/A
CHL,1968,N/A
CHN,1968,N/A
CIV,1968,N/A
CMR,1968,N/A
COD,1968,N/A
COG,1968,N/A
COL,1968,N/A
COM,1968,N/A
CPV,1968,N/A
CRI,1968,N/A
CUB,1968,N/A
CYM,1968,N/A
CYP,1968,N/A
CZE,1968,N/A
DEU,1968,N/A
DJI,1968,N/A
DMA,1968,N/A
DNK,1968,N/A
DOM,1968,N/A
DZA,1968,N/A
ECU,1968,N/A
EGY,1968,N/A
ERI,1968,N/A
ESP,1968,N/A
EST,1968,N/A
ETH,1968,N/A
FIN,1968,N/A
FJI,1968,N/A
FRA,1968,N/A
FSM,1968,N/A
GAB,1968,N/A
GBR,1968,N/A
GEO,1968,N/A
GHA,1968,N/A
GIN,1968,N/A
GMB,1968,N/A
GNB,1968,N/A
GNQ,1968,N/A
GRC,1968,N/A
GRD,1968,N/A
GTM,1968,N/A
GUM,1968,N/A
GUY,1968,N/A
HKG,1968,N/A
HND,1968,N/A
HRV,1968,N/A
HTI,1968,N/A
HUN,1968,N/A
IDN,1968,N/A
IND,1968,N/A
IRL,1968,N/A
IRN,1968,N/A
IRQ,1968,N/A
ISL,1968,N/A
ISR,1968,N/A
ITA,1968,N/A
JAM,1968,N/A
JOR,1968,N/A
JPN,1968,N/A
KAZ,1968,N/A
KEN,1968,N/A
KGZ,1968,N/A
KHM,1968,N/A
KIR,1968,N/A
KNA,1968,N/A
KOR,1968,N/A
KWT,1968,N/A
LAO,1968,N/A
LBN,1968,N/A
LBR,1968,N/A
LBY,1968,N/A
LCA,1968,N/A
LIE,1968,N/A
LKA,1968,N/A
LSO,1968,N/A
LTU,1968,N/A
LUX,1968,N/A
LVA,1968,N/A
MAC,1968,N/A
MAF,1968,N/A
MAR,1968,N/A
MDA,1968,N/A
MDG,1968,N/A
MDV,1968,N/A
MEX,1968,N/A
MHL,1968,N/A
MKD,1968,N/A
MLI,1968,N/A
MLT,1968,N/A
MMR,1968,N/A
MNE,1968,N/A
MNG,1968,N/A
MNP,1968,N/A
MOZ,1968,N/A
MRT,1968,N/A
MUS,1968,N/A
MWI,1968,N/A
MYS,1968,N/A
NAM,1968,N/A
NCL,1968,N/A
NER,1968,N/A
NGA,1968,N/A
NIC,1968,N/A
NLD,1968,N/A
NOR,1968,N/A
NPL,1968,N/A
NZL,1968,N/A
OMN,1968,N/A
PAK,1968,N/A
PAN,1968,N/A
PER,1968,N/A
PHL,1968,N/A
PLW,1968,N/A
PNG,1968,N/A
POL,1968,N/A
PRI,1968,N/A
PRK,1968,N/A
PRT,1968,N/A
PRY,1968,N/A
PSE,1968,N/A
PYF,1968,N/A
QAT,1968,N/A
ROU,1968,N/A
RUS,1968,N/A
RWA,1968,N/A
SAU,1968,N/A
SDN,1968,N/A
SEN,1968,N/A
SGP,1968,N/A
SLB,1968,N/A
SLE,1968,N/A
SLV,1968,N/A
SOM,1968,N/A
SRB,1968,N/A
SSD,1968,N/A
STP,1968,N/A
SUR,1968,N/A
SVK,1968,N/A
SVN,1968,N/A
SWE,1968,N/A
SWZ,1968,N/A
SXM,1968,N/A
SYC,1968,N/A
SYR,1968,N/A
TCA,1968,N/A
TCD,1968,N/A
TGO,1968,N/A
THA,1968,N/A
TJK,1968,N/A
TKM,1968,N/A
TLS,1968,N/A
TON,1968,N/A
TTO,1968,N/A
TUN,1968,N/A
TUR,1968,N/A
TUV,1968,N/A
TZA,1968,N/A
UGA,1968,N/A
UKR,1968,N/A
URY,1968,N/A
USA,1968,N/A
UZB,1968,N/A
VCT,1968,N/A
VEN,1968,N/A
VGB,1968,N/A
VIR,1968,N/A
VNM,1968,N/A
VUT,1968,N/A
WSM,1968,N/A
YEM,1968,N/A
ZAF,1968,N/A
ZMB,1968,N/A
ZWE,1968,N/A
AFG,1969,N/A
AGO,1969,N/A
ALB,1969,N/A
ARE,1969,N/A
ARG,1969,N/A
ARM,1969,N/A
ASM,1969,N/A
ATG,1969,N/A
AUS,1969,N/A
AUT,1969,N/A
AZE,1969,N/A
BDI,1969,N/A
BEL,1969,N/A
BEN,1969,N/A
BFA,1969,N/A
BGD,1969,N/A
BGR,1969,N/A
BHR,1969,N/A
BHS,1969,N/A
BIH,1969,N/A
BLR,1969,N/A
BLZ,1969,N/A
BMU,1969,N/A
BOL,1969,N/A
BRA,1969,N/A
BRB,1969,N/A
BRN,1969,N/A
BTN,1969,N/A
BWA,1969,N/A
CAF,1969,N/A
CAN,1969,N/A
CHE,1969,N/A
CHL,1969,N/A
CHN,1969,N/A
CIV,1969,N/A
CMR,1969,N/A
COD,1969,N/A
COG,1969,N/A
COL,1969,N/A
COM,1969,N/A
CPV,1969,N/A
CRI,1969,N/A
CUB,1969,N/A
CYM,1969,N/A
CYP,1969,N/A
CZE,1969,N/A
DEU,1969,N/A
DJI,1969,N/A
DMA,1969,N/A
DNK,1969,N/A
DOM,1969,N/A
DZA,1969,N/A
ECU,1969,N/A
EGY,1969,N/A
ERI,1969,N/A
ESP,1969,N/A
EST,1969,N/A
ETH,1969,N/A
FIN,1969,N/A
FJI,1969,N/A
FRA,1969,N/A
FSM,1969,N/A
GAB,1969,N/A
GBR,1969,N/A
GEO,1969,N/A
GHA,1969,N/A
GIN,1969,N/A
GMB,1969,N/A
GNB,1969,N/A
GNQ,1969,N/A
GRC,1969,N/A
GRD,1969,N/A
GTM,1969,N/A
GUM,1969,N/A
GUY,1969,N/A
HKG,1969,N/A
HND,1969,N/A
HRV,1969,N/A
HTI,1969,N/A
HUN,1969,N/A
IDN,1969,N/A
IND,1969,N/A
IRL,1969,N/A
IRN,1969,N/A
IRQ,1969,N/A
ISL,1969,N/A
ISR,1969,N/A
ITA,1969,N/A
JAM,1969,N/A
JOR,1969,N/A
JPN,1969,N/A
KAZ,1969,N/A
KEN,1969,N/A
KGZ,1969,N/A
KHM,1969,N/A
KIR,1969,N/A
KNA,1969,N/A
KOR,1969,N/A
KWT,1969,N/A
LAO,1969,N/A
LBN,1969,N/A
LBR,1969,N/A
LBY,1969,N/A
LCA,1969,N/A
LIE,1969,N/A
LKA,1969,N/A
LSO,1969,N/A
LTU,1969,N/A
LUX,1969,N/A
LVA,1969,N/A
MAC,1969,N/A
MAF,1969,N/A
MAR,1969,N/A
MDA,1969,N/A
MDG,1969,N/A
MDV,1969,N/A
MEX,1969,N/A
MHL,1969,N/A
MKD,1969,N/A
MLI,1969,N/A
MLT,1969,N/A
MMR,1969,N/A
MNE,1969,N/A
MNG,1969,N/A
MNP,1969,N/A
MOZ,1969,N/A
MRT,1969,N/A
MUS,1969,N/A
MWI,1969,N/A
MYS,1969,N/A
NAM,1969,N/A
NCL,1969,N/A
NER,1969,N/A
NGA,1969,N/A
NIC,1969,N/A
NLD,1969,N/A
NOR,1969,N/A
NPL,1969,N/A
NZL,1969,N/A
OMN,1969,N/A
PAK,1969,N/A
PAN,1969,N/A
PER,1969,N/A
PHL,1969,N/A
PLW,1969,N/A
PNG,1969,N/A
POL,1969,N/A
PRI,1969,N/A
PRK,1969,N/A
PRT,1969,N/A
PRY,1969,N/A
PSE,1969,N/A
PYF,1969,N/A
QAT,1969,N/A
ROU,1969,N/A
RUS,1969,N/A
RWA,1969,N/A
SAU,1969,N/A
SDN,1969,N/A
SEN,1969,N/A
SGP,1969,N/A
SLB,1969,N/A
SLE,1969,N/A
SLV,1969,N/A
SOM,1969,N/A
SRB,1969,N/A
SSD,1969,N/A
STP,1969,N/A
SUR,1969,N/A
SVK,1969,N/A
SVN,1969,N/A
SWE,1969,N/A
SWZ,1969,N/A
SXM,1969,N/A
SYC,1969,N/A
SYR,1969,N/A
TCA,1969,N/A
TCD,1969,N/A
TGO,1969,N/A
THA,1969,N/A
TJK,1969,N/A
TKM,1969,N/A
TLS,1969,N/A
TON,1969,N/A
TTO,1969,N/A
TUN,1969,N/A
TUR,1969,N/A
TUV,1969,N/A
TZA,1969,N/A
UGA,1969,N/A
UKR,1969,N/A
URY,1969,N/A
USA,1969,N/A
UZB,1969,N/A
VCT,1969,N/A
VEN,1969,N/A
VGB,1969,N/A
VIR,1969,N/A
VNM,1969,N/A
VUT,1969,N/A
WSM,1969,N/A
YEM,1969,N/A
ZAF,1969,N/A
ZMB,1969,N/A
ZWE,1969,N/A
AFG,1970,N/A
AGO,1970,N/A
ALB,1970,N/A
ARE,1970,N/A
ARG,1970,N/A
ARM,1970,N/A
ASM,1970,N/A
ATG,1970,N/A
AUS,1970,N/A
AUT,1970,N/A
AZE,1970,N/A
BDI,1970,N/A
BEL,1970,N/A
BEN,1970,N/A
BFA,1970,N/A
BGD,1970,N/A
BGR,1970,N/A
BHR,1970,N/A
BHS,1970,N/A
BIH,1970,N/A
BLR,1970,N/A
BLZ,1970,N/A
BMU,1970,N/A
BOL,1970,N/A
BRA,1970,N/A
BRB,1970,99.0
BRN,1970,N/A
BTN,1970,N/A
BWA,1970,N/A
CAF,1970,N/A
CAN,1970,N/A
CHE,1970,N/A
CHL,1970,N/A
CHN,1970,N/A
CIV,1970,N/A
CMR,1970,N/A
COD,1970,N/A
COG,1970,N/A
COL,1970,N/A
COM,1970,N/A
CPV,1970,N/A
CRI,1970,N/A
CUB,1970,N/A
CYM,1970,N/A
CYP,1970,N/A
CZE,1970,N/A
DEU,1970,N/A
DJI,1970,N/A
DMA,1970,N/A
DNK,1970,N/A
DOM,1970,N/A
DZA,1970,N/A
ECU,1970,N/A
EGY,1970,N/A
ERI,1970,N/A
ESP,1970,N/A
EST,1970,N/A
ETH,1970,N/A
FIN,1970,N/A
FJI,1970,N/A
FRA,1970,N/A
FSM,1970,N/A
GAB,1970,N/A
GBR,1970,N/A
GEO,1970,N/A
GHA,1970,N/A
GIN,1970,N/A
GMB,1970,N/A
GNB,1970,N/A
GNQ,1970,N/A
GRC,1970,N/A
GRD,1970,98.0
GTM,1970,N/A
GUM,1970,N/A
GUY,1970,N/A
HKG,1970,N/A
HND,1970,N/A
HRV,1970,N/A
HTI,1970,N/A
HUN,1970,N/A
IDN,1970,N/A
IND,1970,N/A
IRL,1970,N/A
IRN,1970,N/A
IRQ,1970,N/A
ISL,1970,N/A
ISR,1970,N/A
ITA,1970,N/A
JAM,1970,N/A
JOR,1970,N/A
JPN,1970,N/A
KAZ,1970,N/A
KEN,1970,N/A
KGZ,1970,N/A
KHM,1970,N/A
KIR,1970,N/A
KNA,1970,N/A
KOR,1970,N/A
KWT,1970,N/A
LAO,1970,N/A
LBN,1970,N/A
LBR,1970,N/A
LBY,1970,N/A
LCA,1970,N/A
LIE,1970,N/A
LKA,1970,N/A
LSO,1970,N/A
LTU,1970,N/A
LUX,1970,N/A
LVA,1970,N/A
MAC,1970,N/A
MAF,1970,N/A
MAR,1970,N/A
MDA,1970,N/A
MDG,1970,N/A
MDV,1970,N/A
MEX,1970,N/A
MHL,1970,N/A
MKD,1970,N/A
MLI,1970,N/A
MLT,1970,N/A
MMR,1970,N/A
MNE,1970,N/A
MNG,1970,N/A
MNP,1970,N/A
MOZ,1970,N/A
MRT,1970,N/A
MUS,1970,N/A
MWI,1970,N/A
MYS,1970,N/A
NAM,1970,N/A
NCL,1970,N/A
NER,1970,N/A
NGA,1970,N/A
NIC,1970,N/A
NLD,1970,N/A
NOR,1970,N/A
NPL,1970,N/A
NZL,1970,N/A
OMN,1970,N/A
PAK,1970,N/A
PAN,1970,N/A
PER,1970,N/A
PHL,1970,N/A
PLW,1970,N/A
PNG,1970,N/A
POL,1970,N/A
PRI,1970,N/A
PRK,1970,N/A
PRT,1970,N/A
PRY,1970,N/A
PSE,1970,N/A
PYF,1970,N/A
QAT,1970,N/A
ROU,1970,N/A
RUS,1970,N/A
RWA,1970,N/A
SAU,1970,N/A
SDN,1970,N/A
SEN,1970,N/A
SGP,1970,N/A
SLB,1970,N/A
SLE,1970,N/A
SLV,1970,N/A
SOM,1970,N/A
SRB,1970,N/A
SSD,1970,N/A
STP,1970,N/A
SUR,1970,N/A
SVK,1970,N/A
SVN,1970,N/A
SWE,1970,N/A
SWZ,1970,N/A
SXM,1970,N/A
SYC,1970,N/A
SYR,1970,N/A
TCA,1970,N/A
TCD,1970,N/A
TGO,1970,N/A
THA,1970,N/A
TJK,1970,N/A
TKM,1970,N/A
TLS,1970,N/A
TON,1970,N/A
TTO,1970,N/A
TUN,1970,N/A
TUR,1970,N/A
TUV,1970,N/A
TZA,1970,N/A
UGA,1970,N/A
UKR,1970,N/A
URY,1970,N/A
USA,1970,N/A
UZB,1970,N/A
VCT,1970,96.0
VEN,1970,N/A
VGB,1970,N/A
VIR,1970,N/A
VNM,1970,N/A
VUT,1970,N/A
WSM,1970,N/A
YEM,1970,N/A
ZAF,1970,N/A
ZMB,1970,N/A
ZWE,1970,N/A
AFG,1971,N/A
AGO,1971,N/A
ALB,1971,N/A
ARE,1971,N/A
ARG,1971,N/A
ARM,1971,N/A
ASM,1971,N/A
ATG,1971,N/A
AUS,1971,N/A
AUT,1971,N/A
AZE,1971,N/A
BDI,1971,N/A
BEL,1971,N/A
BEN,1971,N/A
BFA,1971,N/A
BGD,1971,N/A
BGR,1971,N/A
BHR,1971,N/A
BHS,1971,N/A
BIH,1971,N/A
BLR,1971,N/A
BLZ,1971,N/A
BMU,1971,N/A
BOL,1971,N/A
BRA,1971,N/A
BRB,1971,N/A
BRN,1971,N/A
BTN,1971,N/A
BWA,1971,N/A
CAF,1971,N/A
CAN,1971,N/A
CHE,1971,N/A
CHL,1971,N/A
CHN,1971,N/A
CIV,1971,N/A
CMR,1971,N/A
COD,1971,N/A
COG,1971,N/A
COL,1971,N/A
COM,1971,N/A
CPV,1971,N/A
CRI,1971,N/A
CUB,1971,N/A
CYM,1971,N/A
CYP,1971,N/A
CZE,1971,N/A
DEU,1971,N/A
DJI,1971,N/A
DMA,1971,N/A
DNK,1971,N/A
DOM,1971,N/A
DZA,1971,N/A
ECU,1971,N/A
EGY,1971,N/A
ERI,1971,N/A
ESP,1971,N/A
EST,1971,N/A
ETH,1971,N/A
FIN,1971,N/A
FJI,1971,N/A
FRA,1971,N/A
FSM,1971,N/A
GAB,1971,N/A
GBR,1971,N/A
GEO,1971,N/A
GHA,1971,N/A
GIN,1971,N/A
GMB,1971,N/A
GNB,1971,N/A
GNQ,1971,N/A
GRC,1971,N/A
GRD,1971,N/A
GTM,1971,N/A
GUM,1971,N/A
GUY,1971,N/A
HKG,1971,N/A
HND,1971,N/A
HRV,1971,N/A
HTI,1971,N/A
HUN,1971,N/A
IDN,1971,N/A
IND,1971,N/A
IRL,1971,N/A
IRN,1971,N/A
IRQ,1971,N/A
ISL,1971,N/A
ISR,1971,N/A
ITA,1971,N/A
JAM,1971,N/A
JOR,1971,N/A
JPN,1971,N/A
KAZ,1971,N/A
KEN,1971,N/A
KGZ,1971,N/A
KHM,1971,N/A
KIR,1971,N/A
KNA,1971,N/A
KOR,1971,N/A
KWT,1971,N/A
LAO,1971,N/A
LBN,1971,N/A
LBR,1971,N/A
LBY,1971,N/A
LCA,1971,N/A
LIE,1971,N/A
LKA,1971,N/A
LSO,1971,N/A
LTU,1971,N/A
LUX,1971,N/A
LVA,1971,N/A
MAC,1971,N/A
MAF,1971,N/A
MAR,1971,N/A
MDA,1971,N/A
MDG,1971,N/A
MDV,1971,N/A
MEX,1971,N/A
MHL,1971,N/A
MKD,1971,N/A
MLI,1971,N/A
MLT,1971,N/A
MMR,1971,N/A
MNE,1971,N/A
MNG,1971,N/A
MNP,1971,N/A
MOZ,1971,N/A
MRT,1971,N/A
MUS,1971,N/A
MWI,1971,N/A
MYS,1971,N/A
NAM,1971,N/A
NCL,1971,N/A
NER,1971,N/A
NGA,1971,N/A
NIC,1971,N/A
NLD,1971,N/A
NOR,1971,N/A
NPL,1971,N/A
NZL,1971,N/A
OMN,1971,N/A
PAK,1971,N/A
PAN,1971,N/A
PER,1971,N/A
PHL,1971,N/A
PLW,1971,N/A
PNG,1971,N/A
POL,1971,N/A
PRI,1971,N/A
PRK,1971,N/A
PRT,1971,N/A
PRY,1971,N/A
PSE,1971,N/A
PYF,1971,N/A
QAT,1971,N/A
ROU,1971,N/A
RUS,1971,N/A
RWA,1971,N/A
SAU,1971,N/A
SDN,1971,N/A
SEN,1971,N/A
SGP,1971,N/A
SLB,1971,N/A
SLE,1971,N/A
SLV,1971,N/A
SOM,1971,N/A
SRB,1971,N/A
SSD,1971,N/A
STP,1971,N/A
SUR,1971,N/A
SVK,1971,N/A
SVN,1971,N/A
SWE,1971,N/A
SWZ,1971,N/A
SXM,1971,N/A
SYC,1971,N/A
SYR,1971,N/A
TCA,1971,N/A
TCD,1971,N/A
TGO,1971,N/A
THA,1971,N/A
TJK,1971,N/A
TKM,1971,N/A
TLS,1971,N/A
TON,1971,N/A
TTO,1971,N/A
TUN,1971,N/A
TUR,1971,N/A
TUV,1971,N/A
TZA,1971,N/A
UGA,1971,N/A
UKR,1971,N/A
URY,1971,N/A
USA,1971,N/A
UZB,1971,N/A
VCT,1971,N/A
VEN,1971,N/A
VGB,1971,N/A
VIR,1971,N/A
VNM,1971,N/A
VUT,1971,N/A
WSM,1971,N/A
YEM,1971,N/A
ZAF,1971,N/A
ZMB,1971,N/A
ZWE,1971,N/A
AFG,1972,N/A
AGO,1972,N/A
ALB,1972,N/A
ARE,1972,N/A
ARG,1972,N/A
ARM,1972,N/A
ASM,1972,N/A
ATG,1972,N/A
AUS,1972,N/A
AUT,1972,N/A
AZE,1972,N/A
BDI,1972,N/A
BEL,1972,N/A
BEN,1972,N/A
BFA,1972,N/A
BGD,1972,N/A
BGR,1972,N/A
BHR,1972,N/A
BHS,1972,N/A
BIH,1972,N/A
BLR,1972,N/A
BLZ,1972,N/A
BMU,1972,N/A
BOL,1972,N/A
BRA,1972,N/A
BRB,1972,N/A
BRN,1972,N/A
BTN,1972,N/A
BWA,1972,N/A
CAF,1972,N/A
CAN,1972,N/A
CHE,1972,N/A
CHL,1972,N/A
CHN,1972,N/A
CIV,1972,N/A
CMR,1972,N/A
COD,1972,N/A
COG,1972,N/A
COL,1972,N/A
COM,1972,N/A
CPV,1972,N/A
CRI,1972,N/A
CUB,1972,N/A
CYM,1972,N/A
CYP,1972,N/A
CZE,1972,N/A
DEU,1972,N/A
DJI,1972,N/A
DMA,1972,N/A
DNK,1972,N/A
DOM,1972,N/A
DZA,1972,N/A
ECU,1972,N/A
EGY,1972,N/A
ERI,1972,N/A
ESP,1972,N/A
EST,1972,N/A
ETH,1972,N/A
FIN,1972,N/A
FJI,1972,N/A
FRA,1972,N/A
FSM,1972,N/A
GAB,1972,N/A
GBR,1972,N/A
GEO,1972,N/A
GHA,1972,N/A
GIN,1972,N/A
GMB,1972,N/A
GNB,1972,N/A
GNQ,1972,N/A
GRC,1972,N/A
GRD,1972,N/A
GTM,1972,N/A
GUM,1972,N/A
GUY,1972,N/A
HKG,1972,N/A
HND,1972,N/A
HRV,1972,N/A
HTI,1972,N/A
HUN,1972,N/A
IDN,1972,N/A
IND,1972,N/A
IRL,1972,N/A
IRN,1972,N/A
IRQ,1972,N/A
ISL,1972,N/A
ISR,1972,N/A
