Country Code,Year,urban_pop_percentage
TUR,1990,59.203
TUV,1990,40.661
TZA,1990,18.884
UGA,1990,11.076
UKR,1990,66.757
URY,1990,88.973
USA,1990,75.3
UZB,1990,41.365
VCT,1990,41.409
VEN,1990,84.284
VGB,1990,37.814
VIR,1990,87.685
VNM,1990,20.257
VUT,1990,18.715
WSM,1990,21.2
YEM,1990,20.931
ZAF,1990,52.037
ZMB,1990,39.407
ZWE,1990,28.988
AFG,1991,21.266
AGO,1991,38.58
ALB,1991,36.7
ARE,1991,78.906
ARG,1991,87.328
ARM,1991,67.15
ASM,1991,81.886
ATG,1991,35.465
AUS,1991,85.403
AUT,1991,62.689
AZE,1991,53.441
BDI,1991,6.455
BEL,1991,96.461
BEN,1991,35.247
BFA,1991,14.07
BGD,1991,20.257
BGR,1991,66.717
BHR,1991,88.329
BHS,1991,80.067
BIH,1991,39.578
BLR,1991,66.374
BLZ,1991,47.271
BMU,1991,100.0
BOL,1991,56.579
BRA,1991,74.69
BRB,1991,37.006
BRN,1991,66.585
BTN,1991,17.161
BWA,1991,45.292
CAF,1991,36.906
CAN,1991,76.62
CHE,1991,73.869
CHL,1991,83.398
CHN,1991,27.312
CIV,1991,39.716
CMR,1991,40.235
COD,1991,31.067
COG,1991,54.743
COL,1991,69.949
COM,1991,28.366
CPV,1991,45.044
CRI,1991,50.917
CUB,1991,73.676
CYM,1991,100.0
CYP,1991,67.188
CZE,1991,75.158
DEU,1991,73.269
DJI,1991,76.114
DMA,1991,64.482
DNK,1991,84.871
DOM,1991,55.497
DZA,1991,52.871
ECU,1991,55.709
EGY,1991,43.345
ERI,1991,19.59
ESP,1991,75.528
EST,1991,71.046
ETH,1991,12.867
FIN,1991,79.843
FJI,1991,42.381
FRA,1991,74.229
FSM,1991,25.752
GAB,1991,70.462
GBR,1991,78.112
GEO,1991,54.799
GHA,1991,37.17
GIN,1991,28.312
GMB,1991,39.41
GNB,1991,32.39
GNQ,1991,35.748
GRC,1991,71.635
GRD,1991,33.503
GTM,1991,42.323
GUM,1991,91.061
GUY,1991,29.493
HKG,1991,99.832
HND,1991,40.953
HRV,1991,51.357
HTI,1991,29.641
HUN,1991,65.713
IDN,1991,31.613
IND,1991,25.778
IRL,1991,57.073
IRN,1991,56.865
IRQ,1991,69.522
ISL,1991,90.932
ISR,1991,90.463
ITA,1991,66.706
JAM,1991,49.656
JOR,1991,74.455
JPN,1991,77.473
KAZ,1991,56.175
KEN,1991,17.043
KGZ,1991,37.49
KHM,1991,15.887
KIR,1991,35.272
KNA,1991,34.474
KOR,1991,74.972
KWT,1991,97.988
LAO,1991,15.782
LBN,1991,83.472
LBR,1991,58.0
LBY,1991,75.777
LCA,1991,29.572
LIE,1991,16.821
LKA,1991,18.52
LSO,1991,14.527
LTU,1991,67.523
LUX,1991,81.13
LVA,1991,69.201
MAC,1991,99.805
MAF,1991,N/A
MAR,1991,49.117
MDA,1991,46.669
MDG,1991,24.119
MDV,1991,25.776
MEX,1991,71.816
MHL,1991,65.392
MKD,1991,58.234
MLI,1991,23.751
MLT,1991,90.497
MMR,1991,25.418
MNE,1991,49.165
MNG,1991,56.987
MNP,1991,89.697
MOZ,1991,25.487
MRT,1991,39.199
MUS,1991,43.777
MWI,1991,11.885
MYS,1991,50.576
NAM,1991,27.919
NCL,1991,59.719
NER,1991,15.449
NGA,1991,30.176
NIC,1991,53.352
NLD,1991,69.329
NOR,1991,72.265
NPL,1991,9.18
NZL,1991,84.95
OMN,1991,67.796
PAK,1991,30.826
PAN,1991,54.757
PER,1991,69.3
PHL,1991,46.901
PLW,1991,69.966
PNG,1991,14.816
POL,1991,61.315
PRI,1991,93.106
PRK,1991,58.531
PRT,1991,48.469
PRY,1991,49.439
PSE,1991,68.219
PYF,1991,57.61
QAT,1991,93.291
ROU,1991,53.93
RUS,1991,73.389
RWA,1991,5.491
SAU,1991,77.223
SDN,1991,29.84
SEN,1991,39.038
SGP,1991,100.0
SLB,1991,13.87
SLE,1991,33.485
SLV,1991,49.794
SOM,1991,30.007
SRB,1991,50.756
SSD,1991,14.074
STP,1991,44.793
SUR,1991,65.78
SVK,1991,56.78
SVN,1991,50.517
SWE,1991,83.204
SWZ,1991,20.607
SXM,1991,100.0
SYC,1991,49.307
SYR,1991,49.139
TCA,1991,75.537
TCD,1991,21.023
TGO,1991,29.005
THA,1991,29.593
TJK,1991,31.09
TKM,1991,44.99
TLS,1991,21.215
TON,1991,22.736
TTO,1991,54.308
TUN,1991,58.756
TUR,1991,59.976
TUV,1991,41.991
TZA,1991,19.208
UGA,1991,11.454
UKR,1991,66.796
URY,1991,89.304
USA,1991,75.701
UZB,1991,41.836
VCT,1991,41.949
VEN,1991,84.664
VGB,1991,39.334
VIR,1991,88.285
VNM,1991,20.629
VUT,1991,18.998
WSM,1991,21.2
YEM,1991,21.489
ZAF,1991,52.554
ZMB,1991,38.989
ZWE,1991,29.738
AFG,1992,21.355
AGO,1992,40.039
ALB,1992,37.249
ARE,1992,78.76
ARG,1992,87.542
ARM,1992,66.878
ASM,1992,82.789
ATG,1992,35.085
AUS,1992,85.285
AUT,1992,62.417
AZE,1992,53.132
BDI,1992,6.637
BEL,1992,96.542
BEN,1992,35.827
BFA,1992,14.33
BGD,1992,20.61
BGR,1992,67.056
BHR,1992,88.398
BHS,1992,80.293
BIH,1992,39.887
BLR,1992,66.766
BLZ,1992,47.059
BMU,1992,100.0
BOL,1992,57.541
BRA,1992,75.444
BRB,1992,36.643
BRN,1992,67.078
BTN,1992,17.962
BWA,1992,46.443
CAF,1992,36.987
CAN,1992,76.887
CHE,1992,73.815
CHL,1992,83.564
CHN,1992,28.2
CIV,1992,40.088
CMR,1992,40.817
COD,1992,31.506
COG,1992,55.162
COL,1992,70.415
COM,1992,28.435
CPV,1992,45.973
CRI,1992,51.832
CUB,1992,73.827
CYM,1992,100.0
CYP,1992,67.598
CZE,1992,75.03
DEU,1992,73.36
DJI,1992,76.161
DMA,1992,64.569
DNK,1992,84.898
DOM,1992,55.767
DZA,1992,53.657
ECU,1992,56.226
EGY,1992,43.212
ERI,1992,20.294
ESP,1992,75.61
EST,1992,70.86
ETH,1992,13.116
FIN,1992,80.128
FJI,1992,43.156
FRA,1992,74.401
FSM,1992,25.686
GAB,1992,71.749
GBR,1992,78.172
GEO,1992,54.559
GHA,1992,37.905
GIN,1992,28.601
GMB,1992,40.52
GNB,1992,33.271
GNQ,1992,36.766
GRC,1992,71.757
GRD,1992,33.744
GTM,1992,42.655
GUM,1992,91.32
GUY,1992,29.404
HKG,1992,99.979
HND,1992,41.448
HRV,1992,51.588
HTI,1992,30.8
HUN,1992,65.587
IDN,1992,32.703
IND,1992,25.984
IRL,1992,57.293
IRN,1992,57.653
IRQ,1992,69.337
ISL,1992,91.112
ISR,1992,90.565
ITA,1992,66.742
JAM,1992,49.896
JOR,1992,75.586
JPN,1992,77.61
KAZ,1992,56.083
KEN,1992,17.342
KGZ,1992,37.203
KHM,1992,16.234
KIR,1992,35.555
KNA,1992,34.283
KOR,1992,75.82
KWT,1992,98.002
LAO,1992,16.133
LBN,1992,83.818
LBR,1992,55.019
LBY,1992,75.832
LCA,1992,29.369
LIE,1992,16.736
LKA,1992,18.504
LSO,1992,15.106
LTU,1992,67.464
LUX,1992,81.528
LVA,1992,68.852
MAC,1992,99.839
MAF,1992,N/A
MAR,1992,49.844
MDA,1992,46.575
MDG,1992,24.681
MDV,1992,25.713
MEX,1992,72.209
MHL,1992,65.728
MKD,1992,58.764
MLI,1992,24.186
MLT,1992,90.611
MMR,1992,25.593
MNE,1992,50.218
MNG,1992,56.942
MNP,1992,89.662
MOZ,1992,25.98
MRT,1992,39.075
MUS,1992,43.653
MWI,1992,12.218
MYS,1992,51.814
NAM,1992,28.336
NCL,1992,59.862
NER,1992,15.529
NGA,1992,30.677
NIC,1992,53.63
NLD,1992,70.223
NOR,1992,72.665
NPL,1992,9.582
NZL,1992,85.103
OMN,1992,69.447
PAK,1992,31.077
PAN,1992,55.609
PER,1992,69.697
PHL,1992,46.815
PLW,1992,70.337
PNG,1992,14.629
POL,1992,61.359
PRI,1992,93.267
PRK,1992,58.679
PRT,1992,49.13
PRY,1992,50.186
PSE,1992,68.726
PYF,1992,57.367
QAT,1992,93.763
ROU,1992,54.227
RUS,1992,73.385
RWA,1992,6.288
SAU,1992,77.851
SDN,1992,31.103
SEN,1992,39.18
SGP,1992,100.0
SLB,1992,14.065
SLE,1992,33.72
SLV,1992,50.315
SOM,1992,30.359
SRB,1992,50.981
SSD,1992,14.912
STP,1992,45.764
SUR,1992,65.854
SVK,1992,56.719
SVN,1992,50.543
SWE,1992,83.361
SWZ,1992,21.018
SXM,1992,100.0
SYC,1992,49.362
SYR,1992,49.347
TCA,1992,76.694
TCD,1992,21.235
TGO,1992,29.425
THA,1992,29.763
TJK,1992,30.527
TKM,1992,44.904
TLS,1992,21.54
TON,1992,22.768
TTO,1992,54.491
TUN,1992,59.562
TUR,1992,60.518
TUV,1992,42.751
TZA,1992,19.536
UGA,1992,11.79
UKR,1992,66.835
URY,1992,89.627
USA,1992,76.097
UZB,1992,42.308
VCT,1992,42.306
VEN,1992,85.012
VGB,1992,39.603
VIR,1992,88.86
VNM,1992,21.006
VUT,1992,19.285
WSM,1992,21.258
YEM,1992,22.058
ZAF,1992,53.038
ZMB,1992,38.514
ZWE,1992,30.499
AFG,1993,21.444
AGO,1993,41.511
ALB,1993,37.799
ARE,1993,78.614
ARG,1993,87.752
ARM,1993,66.606
ASM,1993,83.654
ATG,1993,34.709
AUS,1993,85.157
AUT,1993,62.144
AZE,1993,52.824
BDI,1993,6.823
BEL,1993,96.622
BEN,1993,36.136
BFA,1993,14.593
BGD,1993,20.966
BGR,1993,67.33
BHR,1993,88.395
BHS,1993,80.518
BIH,1993,40.196
BLR,1993,67.155
BLZ,1993,46.848
BMU,1993,100.0
BOL,1993,58.079
BRA,1993,76.181
BRB,1993,36.283
BRN,1993,67.604
BTN,1993,18.791
BWA,1993,47.286
CAF,1993,37.068
CAN,1993,77.152
CHE,1993,73.762
CHL,1993,83.896
CHN,1993,29.103
CIV,1993,40.461
CMR,1993,41.399
COD,1993,31.946
COG,1993,55.58
COL,1993,70.874
COM,1993,28.39
CPV,1993,46.902
CRI,1993,52.743
CUB,1993,73.977
CYM,1993,100.0
CYP,1993,67.792
CZE,1993,74.901
DEU,1993,73.497
DJI,1993,76.207
DMA,1993,64.656
DNK,1993,84.925
DOM,1993,56.037
DZA,1993,54.439
ECU,1993,56.74
EGY,1993,43.079
ERI,1993,21.015
ESP,1993,75.692
EST,1993,70.674
ETH,1993,13.37
FIN,1993,80.409
FJI,1993,43.933
FRA,1993,74.572
FSM,1993,25.62
GAB,1993,72.999
GBR,1993,78.232
GEO,1993,54.32
GHA,1993,38.644
GIN,1993,28.89
GMB,1993,41.586
GNB,1993,33.635
GNQ,1993,37.792
GRC,1993,71.878
GRD,1993,33.985
GTM,1993,42.987
GUM,1993,91.571
GUY,1993,29.315
HKG,1993,100.0
HND,1993,41.943
HRV,1993,51.818
HTI,1993,31.39
HUN,1993,65.461
IDN,1993,33.808
IND,1993,26.191
IRL,1993,57.512
IRN,1993,58.519
IRQ,1993,69.152
ISL,1993,91.287
ISR,1993,90.666
ITA,1993,66.802
JAM,1993,50.136
JOR,1993,76.68
JPN,1993,77.746
KAZ,1993,55.992
KEN,1993,17.645
KGZ,1993,36.918
KHM,1993,16.587
KIR,1993,35.839
KNA,1993,34.093
KOR,1993,76.645
KWT,1993,98.016
LAO,1993,16.49
LBN,1993,84.157
LBR,1993,52.009
LBY,1993,75.886
LCA,1993,29.167
LIE,1993,16.651
LKA,1993,18.489
LSO,1993,15.703
LTU,1993,67.404
LUX,1993,81.857
LVA,1993,68.799
MAC,1993,99.867
MAF,1993,N/A
MAR,1993,50.569
MDA,1993,46.481
MDG,1993,25.251
MDV,1993,25.649
MEX,1993,72.598
MHL,1993,66.063
MKD,1993,59.291
MLI,1993,24.624
MLT,1993,90.723
MMR,1993,25.769
MNE,1993,51.267
MNG,1993,56.896
MNP,1993,89.627
MOZ,1993,26.479
MRT,1993,38.952
MUS,1993,43.53
MWI,1993,12.558
MYS,1993,53.109
NAM,1993,28.823
NCL,1993,60.004
NER,1993,15.61
NGA,1993,31.182
NIC,1993,53.907
NLD,1993,71.1
NOR,1993,73.061
NPL,1993,9.999
NZL,1993,85.254
OMN,1993,71.044
PAK,1993,31.329
PAN,1993,56.456
PER,1993,70.089
PHL,1993,46.73
PLW,1993,70.704
PNG,1993,14.445
POL,1993,61.404
PRI,1993,93.424
PRK,1993,58.826
PRT,1993,49.789
PRY,1993,50.844
PSE,1993,69.227
PYF,1993,57.124
QAT,1993,94.203
ROU,1993,54.074
RUS,1993,73.381
RWA,1993,7.313
SAU,1993,78.186
SDN,1993,32.127
SEN,1993,39.321
SGP,1993,100.0
SLB,1993,14.262
SLE,1993,33.955
SLV,1993,51.417
SOM,1993,30.711
SRB,1993,51.204
SSD,1993,15.626
STP,1993,46.717
SUR,1993,65.928
SVK,1993,56.659
SVN,1993,50.569
SWE,1993,83.516
SWZ,1993,21.434
SXM,1993,100.0
SYC,1993,49.435
SYR,1993,49.555
TCA,1993,77.81
TCD,1993,21.408
TGO,1993,29.848
THA,1993,29.934
TJK,1993,29.972
TKM,1993,44.819
TLS,1993,21.867
TON,1993,22.8
TTO,1993,54.674
TUN,1993,60.362
TUR,1993,61.055
TUV,1993,43.156
TZA,1993,19.867
UGA,1993,12.133
UKR,1993,66.874
URY,1993,89.94
USA,1993,76.488
UZB,1993,42.78
VCT,1993,42.663
VEN,1993,85.352
VGB,1993,39.872
VIR,1993,89.409
VNM,1993,21.387
VUT,1993,19.574
WSM,1993,21.347
YEM,1993,22.636
ZAF,1993,53.521
ZMB,1993,38.042
ZWE,1993,30.94
AFG,1994,21.534
AGO,1994,43.0
ALB,1994,38.354
ARE,1994,78.467
ARG,1994,87.96
ARM,1994,66.332
ASM,1994,84.485
ATG,1994,34.334
AUS,1994,85.028
AUT,1994,61.87
AZE,1994,52.515
BDI,1994,7.014
BEL,1994,96.7
BEN,1994,36.447
BFA,1994,14.86
BGD,1994,21.328
BGR,1994,67.557
BHR,1994,88.392
BHS,1994,80.74
BIH,1994,40.506
BLR,1994,67.541
BLZ,1994,46.637
BMU,1994,100.0
BOL,1994,58.615
BRA,1994,76.903
BRB,1994,35.924
BRN,1994,68.126
BTN,1994,19.649
BWA,1994,48.133
CAF,1994,37.149
CAN,1994,77.414
CHE,1994,73.708
CHL,1994,84.223
CHN,1994,30.024
CIV,1994,40.835
CMR,1994,41.985
COD,1994,32.39
COG,1994,55.996
COL,1994,71.328
COM,1994,28.346
CPV,1994,47.834
CRI,1994,53.653
CUB,1994,74.127
CYM,1994,100.0
CYP,1994,67.915
CZE,1994,74.772
DEU,1994,73.71
DJI,1994,76.254
DMA,1994,64.744
DNK,1994,84.952
DOM,1994,56.752
DZA,1994,55.219
ECU,1994,57.254
EGY,1994,42.946
ERI,1994,21.755
ESP,1994,75.774
EST,1994,70.487
ETH,1994,13.627
FIN,1994,80.688
FJI,1994,44.713
FRA,1994,74.743
FSM,1994,25.554
GAB,1994,73.921
GBR,1994,78.293
GEO,1994,54.08
GHA,1994,39.39
GIN,1994,29.182
GMB,1994,42.472
GNB,1994,34.002
GNQ,1994,38.831
GRC,1994,71.998
GRD,1994,34.227
GTM,1994,43.32
GUM,1994,91.816
GUY,1994,29.226
HKG,1994,100.0
HND,1994,42.441
HRV,1994,52.048
HTI,1994,31.987
HUN,1994,65.335
IDN,1994,34.933
IND,1994,26.399
IRL,1994,57.731
IRN,1994,59.38
IRQ,1994,68.966
ISL,1994,91.46
ISR,1994,90.767
ITA,1994,66.862
JAM,1994,50.375
JOR,1994,77.74
JPN,1994,77.881
KAZ,1994,55.9
KEN,1994,17.952
KGZ,1994,36.633
KHM,1994,16.946
KIR,1994,36.123
KNA,1994,33.904
KOR,1994,77.452
KWT,1994,98.029
LAO,1994,16.854
LBN,1994,84.491
LBR,1994,48.981
LBY,1994,75.94
LCA,1994,28.965
LIE,1994,16.566
LKA,1994,18.473
LSO,1994,16.319
LTU,1994,67.345
LUX,1994,82.482
LVA,1994,68.901
MAC,1994,99.891
MAF,1994,N/A
MAR,1994,51.295
MDA,1994,46.387
MDG,1994,25.536
MDV,1994,25.586
MEX,1994,72.985
MHL,1994,66.396
MKD,1994,59.794
MLI,1994,25.069
MLT,1994,90.835
MMR,1994,25.946
MNE,1994,52.317
MNG,1994,56.851
MNP,1994,89.592
MOZ,1994,26.984
MRT,1994,38.829
MUS,1994,43.407
MWI,1994,12.907
MYS,1994,54.402
NAM,1994,29.316
NCL,1994,60.146
NER,1994,15.691
NGA,1994,31.691
NIC,1994,54.183
NLD,1994,71.962
NOR,1994,73.453
NPL,1994,10.433
NZL,1994,85.404
OMN,1994,71.688
PAK,1994,31.582
PAN,1994,57.301
PER,1994,70.521
PHL,1994,46.645
PLW,1994,71.069
PNG,1994,14.262
POL,1994,61.449
PRI,1994,93.578
PRK,1994,58.939
PRT,1994,50.449
PRY,1994,51.488
PSE,1994,69.724
PYF,1994,56.881
QAT,1994,94.614
ROU,1994,53.922
RUS,1994,73.376
RWA,1994,8.49
SAU,1994,78.429
SDN,1994,32.179
SEN,1994,39.464
SGP,1994,100.0
SLB,1994,14.462
SLE,1994,34.192
SLV,1994,52.704
SOM,1994,31.067
SRB,1994,51.428
SSD,1994,15.749
STP,1994,47.673
SUR,1994,66.002
SVK,1994,56.598
SVN,1994,50.596
SWE,1994,83.671
SWZ,1994,21.857
SXM,1994,100.0
SYC,1994,49.525
SYR,1994,49.764
TCA,1994,78.888
TCD,1994,21.44
TGO,1994,30.275
THA,1994,30.105
TJK,1994,29.421
TKM,1994,44.734
TLS,1994,22.199
TON,1994,22.832
TTO,1994,54.857
TUN,1994,61.078
TUR,1994,61.59
TUV,1994,43.563
TZA,1994,20.203
UGA,1994,12.485
UKR,1994,66.912
URY,1994,90.245
USA,1994,76.875
UZB,1994,43.255
VCT,1994,43.021
VEN,1994,85.686
VGB,1994,40.142
VIR,1994,89.934
VNM,1994,21.774
VUT,1994,19.868
WSM,1994,21.436
YEM,1994,23.225
ZAF,1994,54.004
ZMB,1994,37.572
ZWE,1994,31.335
AFG,1995,21.624
AGO,1995,44.169
ALB,1995,38.911
ARE,1995,78.319
ARG,1995,88.164
ARM,1995,66.057
ASM,1995,85.28
ATG,1995,33.961
AUS,1995,84.898
AUT,1995,61.596
AZE,1995,52.206
BDI,1995,7.211
BEL,1995,96.777
BEN,1995,36.758
BFA,1995,15.131
BGD,1995,21.693
BGR,1995,67.782
BHR,1995,88.388
BHS,1995,80.961
BIH,1995,40.817
BLR,1995,67.926
BLZ,1995,46.425
BMU,1995,100.0
BOL,1995,59.15
BRA,1995,77.61
BRB,1995,35.566
BRN,1995,68.644
BTN,1995,20.537
BWA,1995,48.981
CAF,1995,37.231
CAN,1995,77.675
CHE,1995,73.654
CHL,1995,84.545
CHN,1995,30.961
CIV,1995,41.21
CMR,1995,42.573
COD,1995,32.838
COG,1995,56.413
COL,1995,71.777
COM,1995,28.301
CPV,1995,48.768
CRI,1995,54.561
CUB,1995,74.277
CYM,1995,100.0
CYP,1995,68.038
CZE,1995,74.643
DEU,1995,73.922
DJI,1995,76.3
DMA,1995,64.831
DNK,1995,84.979
DOM,1995,57.598
DZA,1995,55.997
ECU,1995,57.766
EGY,1995,42.814
ERI,1995,22.514
ESP,1995,75.856
EST,1995,70.3
ETH,1995,13.827
FIN,1995,80.963
FJI,1995,45.496
FRA,1995,74.912
FSM,1995,25.068
GAB,1995,74.797
GBR,1995,78.353
GEO,1995,53.841
GHA,1995,40.14
GIN,1995,29.475
GMB,1995,43.362
GNB,1995,34.371
GNQ,1995,40.494
GRC,1995,72.119
GRD,1995,34.47
GTM,1995,43.654
GUM,1995,92.055
GUY,1995,29.137
HKG,1995,100.0
HND,1995,42.941
HRV,1995,52.279
HTI,1995,32.59
HUN,1995,65.209
IDN,1995,36.076
IND,1995,26.607
IRL,1995,57.949
IRN,1995,60.236
IRQ,1995,68.78
ISL,1995,91.63
ISR,1995,90.866
ITA,1995,66.922
JAM,1995,50.615
JOR,1995,78.207
JPN,1995,78.016
KAZ,1995,55.921
KEN,1995,18.263
KGZ,1995,36.349
KHM,1995,17.311
KIR,1995,36.409
KNA,1995,33.715
KOR,1995,78.239
KWT,1995,98.096
LAO,1995,17.378
LBN,1995,84.82
LBR,1995,45.96
LBY,1995,75.994
LCA,1995,28.765
LIE,1995,16.482
LKA,1995,18.458
LSO,1995,16.955
LTU,1995,67.285
LUX,1995,82.893
LVA,1995,68.75
MAC,1995,99.91
MAF,1995,N/A
MAR,1995,51.692
MDA,1995,46.294
MDG,1995,25.796
MDV,1995,25.638
MEX,1995,73.368
MHL,1995,66.727
MKD,1995,59.587
MLI,1995,25.519
MLT,1995,90.946
MMR,1995,26.124
MNE,1995,53.365
MNG,1995,56.805
MNP,1995,89.557
MOZ,1995,27.495
MRT,1995,38.705
MUS,1995,43.284
MWI,1995,13.263
MYS,1995,55.688
NAM,1995,29.813
NCL,1995,60.288
NER,1995,15.773
NGA,1995,32.205
NIC,1995,54.437
NLD,1995,72.809
NOR,1995,73.787
NPL,1995,10.883
NZL,1995,85.553
OMN,1995,71.669
PAK,1995,31.836
PAN,1995,58.141
PER,1995,70.951
PHL,1995,46.56
PLW,1995,71.431
PNG,1995,14.081
POL,1995,61.493
PRI,1995,93.729
PRK,1995,59.018
PRT,1995,51.109
PRY,1995,52.131
PSE,1995,70.216
PYF,1995,56.637
QAT,1995,94.998
ROU,1995,53.769
RUS,1995,73.372
RWA,1995,9.837
SAU,1995,78.67
SDN,1995,32.232
SEN,1995,39.606
SGP,1995,100.0
SLB,1995,14.664
SLE,1995,34.429
SLV,1995,53.988
SOM,1995,31.425
SRB,1995,51.651
SSD,1995,15.873
STP,1995,48.631
SUR,1995,66.076
SVK,1995,56.537
SVN,1995,50.622
SWE,1995,83.824
SWZ,1995,22.286
SXM,1995,100.0
SYC,1995,49.633
SYR,1995,50.104
TCA,1995,79.928
TCD,1995,21.473
TGO,1995,30.705
THA,1995,30.276
TJK,1995,28.877
TKM,1995,44.794
TLS,1995,22.534
TON,1995,22.864
TTO,1995,55.04
TUN,1995,61.474
TUR,1995,62.123
TUV,1995,43.97
TZA,1995,20.543
UGA,1995,12.846
UKR,1995,66.951
URY,1995,90.542
USA,1995,77.257
UZB,1995,43.731
VCT,1995,43.38
VEN,1995,86.014
VGB,1995,40.413
VIR,1995,90.437
VNM,1995,22.166
VUT,1995,20.164
WSM,1995,21.526
YEM,1995,23.76
ZAF,1995,54.486
ZMB,1995,37.104
ZWE,1995,31.732
AFG,1996,21.714
AGO,1996,45.346
ALB,1996,39.473
ARE,1996,78.493
ARG,1996,88.366
ARM,1996,65.781
ASM,1996,86.043
ATG,1996,33.59
AUS,1996,84.767
AUT,1996,61.32
AZE,1996,51.896
BDI,1996,7.412
BEL,1996,96.851
BEN,1996,37.071
BFA,1996,15.407
BGD,1996,22.064
BGR,1996,68.007
BHR,1996,88.385
BHS,1996,81.18
BIH,1996,41.13
BLR,1996,68.308
BLZ,1996,46.214
BMU,1996,100.0
BOL,1996,59.682
BRA,1996,78.302
BRB,1996,35.21
BRN,1996,69.158
BTN,1996,21.456
BWA,1996,49.83
CAF,1996,37.312
CAN,1996,77.951
CHE,1996,73.6
CHL,1996,84.861
CHN,1996,31.916
CIV,1996,41.587
CMR,1996,43.164
COD,1996,33.289
COG,1996,56.832
COL,1996,72.223
COM,1996,28.257
CPV,1996,49.704
CRI,1996,55.467
CUB,1996,74.426
CYM,1996,100.0
CYP,1996,68.161
CZE,1996,74.513
DEU,1996,74.133
DJI,1996,76.347
DMA,1996,64.918
DNK,1996,85.006
DOM,1996,58.441
DZA,1996,56.774
ECU,1996,58.277
EGY,1996,42.681
ERI,1996,23.293
ESP,1996,75.938
EST,1996,70.111
ETH,1996,14.006
FIN,1996,81.223
FJI,1996,46.282
FRA,1996,75.082
FSM,1996,24.473
GAB,1996,75.654
GBR,1996,78.413
GEO,1996,53.6
GHA,1996,40.896
GIN,1996,29.77
GMB,1996,44.258
GNB,1996,34.742
GNQ,1996,42.187
GRC,1996,72.239
GRD,1996,34.714
GTM,1996,43.989
GUM,1996,92.287
GUY,1996,29.048
HKG,1996,100.0
HND,1996,43.442
HRV,1996,52.509
HTI,1996,33.2
HUN,1996,65.083
IDN,1996,37.235
IND,1996,26.817
IRL,1996,58.173
IRN,1996,61.087
IRQ,1996,68.593
ISL,1996,91.797
ISR,1996,90.943
ITA,1996,66.982
JAM,1996,50.855
JOR,1996,78.22
JPN,1996,78.145
KAZ,1996,55.943
KEN,1996,18.579
KGZ,1996,36.066
KHM,1996,17.683
KIR,1996,37.386
KNA,1996,33.526
KOR,1996,78.662
KWT,1996,98.325
LAO,1996,18.234
LBN,1996,85.142
LBR,1996,42.964
LBY,1996,76.048
LCA,1996,28.565
LIE,1996,16.29
LKA,1996,18.442
LSO,1996,17.571
LTU,1996,67.225
LUX,1996,82.825
LVA,1996,68.65
MAC,1996,99.98
MAF,1996,N/A
MAR,1996,52.022
MDA,1996,46.2
MDG,1996,26.058
MDV,1996,26.008
MEX,1996,73.67
MHL,1996,67.058
MKD,1996,59.38
MLI,1996,25.975
MLT,1996,91.181
MMR,1996,26.303
MNE,1996,54.412
MNG,1996,56.76
MNP,1996,89.655
MOZ,1996,28.013
MRT,1996,38.582
MUS,1996,43.161
MWI,1996,13.629
MYS,1996,56.969
NAM,1996,30.316
NCL,1996,60.475
NER,1996,15.855
NGA,1996,32.725
NIC,1996,54.587
NLD,1996,73.64
NOR,1996,74.062
NPL,1996,11.35
NZL,1996,85.7
OMN,1996,71.649
PAK,1996,32.092
PAN,1996,58.978
PER,1996,71.377
PHL,1996,46.475
PLW,1996,71.306
PNG,1996,13.901
POL,1996,61.538
PRI,1996,93.876
PRK,1996,59.097
PRT,1996,51.77
PRY,1996,52.774
PSE,1996,70.705
PYF,1996,56.393
QAT,1996,95.356
ROU,1996,53.616
RUS,1996,73.367
RWA,1996,11.374
SAU,1996,78.91
SDN,1996,32.284
SEN,1996,39.749
SGP,1996,100.0
SLB,1996,14.869
SLE,1996,34.667
SLV,1996,55.268
SOM,1996,31.785
SRB,1996,51.875
SSD,1996,15.997
STP,1996,49.592
SUR,1996,66.15
SVK,1996,56.476
SVN,1996,50.649
SWE,1996,83.914
SWZ,1996,22.722
SXM,1996,100.0
SYC,1996,49.758
SYR,1996,50.473
TCA,1996,80.93
TCD,1996,21.506
TGO,1996,31.139
THA,1996,30.449
TJK,1996,28.338
TKM,1996,45.018
TLS,1996,22.873
TON,1996,22.897
TTO,1996,55.224
TUN,1996,61.87
TUR,1996,62.653
TUV,1996,44.379
TZA,1996,20.888
UGA,1996,13.216
UKR,1996,66.99
URY,1996,90.835
USA,1996,77.636
UZB,1996,44.208
VCT,1996,43.741
VEN,1996,86.336
VGB,1996,40.684
VIR,1996,90.917
VNM,1996,22.563
VUT,1996,20.464
WSM,1996,21.616
YEM,1996,24.249
ZAF,1996,54.967
ZMB,1996,36.638
ZWE,1996,32.132
AFG,1997,21.805
AGO,1997,46.525
ALB,1997,40.035
ARE,1997,78.938
ARG,1997,88.564
ARM,1997,65.504
ASM,1997,86.771
ATG,1997,33.221
AUS,1997,84.636
AUT,1997,61.045
AZE,1997,51.588
BDI,1997,7.618
BEL,1997,96.924
BEN,1997,37.385
BFA,1997,15.875
BGD,1997,22.438
BGR,1997,68.231
BHR,1997,88.382
BHS,1997,81.396
BIH,1997,41.442
BLR,1997,68.687
BLZ,1997,46.003
BMU,1997,100.0
BOL,1997,60.212
