Country Code,Year,tourism
MNE,1978,N/A
MNG,1978,N/A
MNP,1978,N/A
MOZ,1978,N/A
MRT,1978,N/A
MUS,1978,N/A
MWI,1978,N/A
MYS,1978,N/A
NAM,1978,N/A
NCL,1978,N/A
NER,1978,N/A
NGA,1978,N/A
NIC,1978,N/A
NLD,1978,N/A
NOR,1978,N/A
NPL,1978,N/A
NZL,1978,N/A
OMN,1978,N/A
PAK,1978,N/A
PAN,1978,N/A
PER,1978,N/A
PHL,1978,N/A
PLW,1978,N/A
PNG,1978,N/A
POL,1978,N/A
PRI,1978,N/A
PRK,1978,N/A
PRT,1978,N/A
PRY,1978,N/A
PSE,1978,N/A
PYF,1978,N/A
QAT,1978,N/A
ROU,1978,N/A
RUS,1978,N/A
RWA,1978,N/A
SAU,1978,N/A
SDN,1978,N/A
SEN,1978,N/A
SGP,1978,N/A
SLB,1978,N/A
SLE,1978,N/A
SLV,1978,N/A
SOM,1978,N/A
SRB,1978,N/A
SSD,1978,N/A
STP,1978,N/A
SUR,1978,N/A
SVK,1978,N/A
SVN,1978,N/A
SWE,1978,N/A
SWZ,1978,N/A
SXM,1978,N/A
SYC,1978,N/A
SYR,1978,N/A
TCA,1978,N/A
TCD,1978,N/A
TGO,1978,N/A
THA,1978,N/A
TJK,1978,N/A
TKM,1978,N/A
TLS,1978,N/A
TON,1978,N/A
TTO,1978,N/A
TUN,1978,N/A
TUR,1978,N/A
TUV,1978,N/A
TZA,1978,N/A
UGA,1978,N/A
UKR,1978,N/A
URY,1978,N/A
USA,1978,N/A
UZB,1978,N/A
VCT,1978,N/A
VEN,1978,N/A
VGB,1978,N/A
VIR,1978,N/A
VNM,1978,N/A
VUT,1978,N/A
WSM,1978,N/A
YEM,1978,N/A
ZAF,1978,N/A
ZMB,1978,N/A
ZWE,1978,N/A
AFG,1979,N/A
AGO,1979,N/A
ALB,1979,N/A
ARE,1979,N/A
ARG,1979,N/A
ARM,1979,N/A
ASM,1979,N/A
ATG,1979,N/A
AUS,1979,N/A
AUT,1979,N/A
AZE,1979,N/A
BDI,1979,N/A
BEL,1979,N/A
BEN,1979,N/A
BFA,1979,N/A
BGD,1979,N/A
BGR,1979,N/A
BHR,1979,N/A
BHS,1979,N/A
BIH,1979,N/A
BLR,1979,N/A
BLZ,1979,N/A
BMU,1979,N/A
BOL,1979,N/A
BRA,1979,N/A
BRB,1979,N/A
BRN,1979,N/A
BTN,1979,N/A
BWA,1979,N/A
CAF,1979,N/A
CAN,1979,N/A
CHE,1979,N/A
CHL,1979,N/A
CHN,1979,N/A
CIV,1979,N/A
CMR,1979,N/A
COD,1979,N/A
COG,1979,N/A
COL,1979,N/A
COM,1979,N/A
CPV,1979,N/A
CRI,1979,N/A
CUB,1979,N/A
CYM,1979,N/A
CYP,1979,N/A
CZE,1979,N/A
DEU,1979,N/A
DJI,1979,N/A
DMA,1979,N/A
DNK,1979,N/A
DOM,1979,N/A
DZA,1979,N/A
ECU,1979,N/A
EGY,1979,N/A
ERI,1979,N/A
ESP,1979,N/A
EST,1979,N/A
ETH,1979,N/A
FIN,1979,N/A
FJI,1979,N/A
FRA,1979,N/A
FSM,1979,N/A
GAB,1979,N/A
GBR,1979,N/A
GEO,1979,N/A
GHA,1979,N/A
GIN,1979,N/A
GMB,1979,N/A
GNB,1979,N/A
GNQ,1979,N/A
GRC,1979,N/A
GRD,1979,N/A
GTM,1979,N/A
GUM,1979,N/A
GUY,1979,N/A
HKG,1979,N/A
HND,1979,N/A
HRV,1979,N/A
HTI,1979,N/A
HUN,1979,N/A
IDN,1979,N/A
IND,1979,N/A
IRL,1979,N/A
IRN,1979,N/A
IRQ,1979,N/A
ISL,1979,N/A
ISR,1979,N/A
ITA,1979,N/A
JAM,1979,N/A
JOR,1979,N/A
JPN,1979,N/A
KAZ,1979,N/A
KEN,1979,N/A
KGZ,1979,N/A
KHM,1979,N/A
KIR,1979,N/A
KNA,1979,N/A
KOR,1979,N/A
KWT,1979,N/A
LAO,1979,N/A
LBN,1979,N/A
LBR,1979,N/A
LBY,1979,N/A
LCA,1979,N/A
LIE,1979,N/A
LKA,1979,N/A
LSO,1979,N/A
LTU,1979,N/A
LUX,1979,N/A
LVA,1979,N/A
MAC,1979,N/A
MAF,1979,N/A
MAR,1979,N/A
MDA,1979,N/A
MDG,1979,N/A
MDV,1979,N/A
MEX,1979,N/A
MHL,1979,N/A
MKD,1979,N/A
MLI,1979,N/A
MLT,1979,N/A
MMR,1979,N/A
MNE,1979,N/A
MNG,1979,N/A
MNP,1979,N/A
MOZ,1979,N/A
MRT,1979,N/A
MUS,1979,N/A
MWI,1979,N/A
MYS,1979,N/A
NAM,1979,N/A
NCL,1979,N/A
NER,1979,N/A
NGA,1979,N/A
NIC,1979,N/A
NLD,1979,N/A
NOR,1979,N/A
NPL,1979,N/A
NZL,1979,N/A
OMN,1979,N/A
PAK,1979,N/A
PAN,1979,N/A
PER,1979,N/A
PHL,1979,N/A
PLW,1979,N/A
PNG,1979,N/A
POL,1979,N/A
PRI,1979,N/A
PRK,1979,N/A
PRT,1979,N/A
PRY,1979,N/A
PSE,1979,N/A
PYF,1979,N/A
QAT,1979,N/A
ROU,1979,N/A
RUS,1979,N/A
RWA,1979,N/A
SAU,1979,N/A
SDN,1979,N/A
SEN,1979,N/A
SGP,1979,N/A
SLB,1979,N/A
SLE,1979,N/A
SLV,1979,N/A
SOM,1979,N/A
SRB,1979,N/A
SSD,1979,N/A
STP,1979,N/A
SUR,1979,N/A
SVK,1979,N/A
SVN,1979,N/A
SWE,1979,N/A
SWZ,1979,N/A
SXM,1979,N/A
SYC,1979,N/A
SYR,1979,N/A
TCA,1979,N/A
TCD,1979,N/A
TGO,1979,N/A
THA,1979,N/A
TJK,1979,N/A
TKM,1979,N/A
TLS,1979,N/A
TON,1979,N/A
TTO,1979,N/A
TUN,1979,N/A
TUR,1979,N/A
TUV,1979,N/A
TZA,1979,N/A
UGA,1979,N/A
UKR,1979,N/A
URY,1979,N/A
USA,1979,N/A
UZB,1979,N/A
VCT,1979,N/A
VEN,1979,N/A
VGB,1979,N/A
VIR,1979,N/A
VNM,1979,N/A
VUT,1979,N/A
WSM,1979,N/A
YEM,1979,N/A
ZAF,1979,N/A
ZMB,1979,N/A
ZWE,1979,N/A
AFG,1980,N/A
AGO,1980,N/A
ALB,1980,N/A
ARE,1980,N/A
ARG,1980,N/A
ARM,1980,N/A
ASM,1980,N/A
ATG,1980,N/A
AUS,1980,N/A
AUT,1980,N/A
AZE,1980,N/A
BDI,1980,N/A
BEL,1980,N/A
BEN,1980,N/A
BFA,1980,N/A
BGD,1980,N/A
BGR,1980,N/A
BHR,1980,N/A
BHS,1980,N/A
BIH,1980,N/A
BLR,1980,N/A
BLZ,1980,N/A
BMU,1980,N/A
BOL,1980,N/A
BRA,1980,N/A
BRB,1980,N/A
BRN,1980,N/A
BTN,1980,N/A
BWA,1980,N/A
CAF,1980,N/A
CAN,1980,N/A
CHE,1980,N/A
CHL,1980,N/A
CHN,1980,N/A
CIV,1980,N/A
CMR,1980,N/A
COD,1980,N/A
COG,1980,N/A
COL,1980,N/A
COM,1980,N/A
CPV,1980,N/A
CRI,1980,N/A
CUB,1980,N/A
CYM,1980,N/A
CYP,1980,N/A
CZE,1980,N/A
DEU,1980,N/A
DJI,1980,N/A
DMA,1980,N/A
DNK,1980,N/A
DOM,1980,N/A
DZA,1980,N/A
ECU,1980,N/A
EGY,1980,N/A
ERI,1980,N/A
ESP,1980,N/A
EST,1980,N/A
ETH,1980,N/A
FIN,1980,N/A
FJI,1980,N/A
FRA,1980,N/A
FSM,1980,N/A
GAB,1980,N/A
GBR,1980,N/A
GEO,1980,N/A
GHA,1980,N/A
GIN,1980,N/A
GMB,1980,N/A
GNB,1980,N/A
GNQ,1980,N/A
GRC,1980,N/A
GRD,1980,N/A
GTM,1980,N/A
GUM,1980,N/A
GUY,1980,N/A
HKG,1980,N/A
HND,1980,N/A
HRV,1980,N/A
HTI,1980,N/A
HUN,1980,N/A
IDN,1980,N/A
IND,1980,N/A
IRL,1980,N/A
IRN,1980,N/A
IRQ,1980,N/A
ISL,1980,N/A
ISR,1980,N/A
ITA,1980,N/A
JAM,1980,N/A
JOR,1980,N/A
JPN,1980,N/A
KAZ,1980,N/A
KEN,1980,N/A
KGZ,1980,N/A
KHM,1980,N/A
KIR,1980,N/A
KNA,1980,N/A
KOR,1980,N/A
KWT,1980,N/A
LAO,1980,N/A
LBN,1980,N/A
LBR,1980,N/A
LBY,1980,N/A
LCA,1980,N/A
LIE,1980,N/A
LKA,1980,N/A
LSO,1980,N/A
LTU,1980,N/A
LUX,1980,N/A
LVA,1980,N/A
MAC,1980,N/A
MAF,1980,N/A
MAR,1980,N/A
MDA,1980,N/A
MDG,1980,N/A
MDV,1980,N/A
MEX,1980,N/A
MHL,1980,N/A
MKD,1980,N/A
MLI,1980,N/A
MLT,1980,N/A
MMR,1980,N/A
MNE,1980,N/A
MNG,1980,N/A
MNP,1980,N/A
MOZ,1980,N/A
MRT,1980,N/A
MUS,1980,N/A
MWI,1980,N/A
MYS,1980,N/A
NAM,1980,N/A
NCL,1980,N/A
NER,1980,N/A
NGA,1980,N/A
NIC,1980,N/A
NLD,1980,N/A
NOR,1980,N/A
NPL,1980,N/A
NZL,1980,N/A
OMN,1980,N/A
PAK,1980,N/A
PAN,1980,N/A
PER,1980,N/A
PHL,1980,N/A
PLW,1980,N/A
PNG,1980,N/A
POL,1980,N/A
PRI,1980,N/A
PRK,1980,N/A
PRT,1980,N/A
PRY,1980,N/A
PSE,1980,N/A
PYF,1980,N/A
QAT,1980,N/A
ROU,1980,N/A
RUS,1980,N/A
RWA,1980,N/A
SAU,1980,N/A
SDN,1980,N/A
SEN,1980,N/A
SGP,1980,N/A
SLB,1980,N/A
SLE,1980,N/A
SLV,1980,N/A
SOM,1980,N/A
SRB,1980,N/A
SSD,1980,N/A
STP,1980,N/A
SUR,1980,N/A
SVK,1980,N/A
SVN,1980,N/A
SWE,1980,N/A
SWZ,1980,N/A
SXM,1980,N/A
SYC,1980,N/A
SYR,1980,N/A
TCA,1980,N/A
TCD,1980,N/A
TGO,1980,N/A
THA,1980,N/A
TJK,1980,N/A
TKM,1980,N/A
TLS,1980,N/A
TON,1980,N/A
TTO,1980,N/A
TUN,1980,N/A
TUR,1980,N/A
TUV,1980,N/A
TZA,1980,N/A
UGA,1980,N/A
UKR,1980,N/A
URY,1980,N/A
USA,1980,N/A
UZB,1980,N/A
VCT,1980,N/A
VEN,1980,N/A
VGB,1980,N/A
VIR,1980,N/A
VNM,1980,N/A
VUT,1980,N/A
WSM,1980,N/A
YEM,1980,N/A
ZAF,1980,N/A
ZMB,1980,N/A
ZWE,1980,N/A
AFG,1981,N/A
AGO,1981,N/A
ALB,1981,N/A
ARE,1981,N/A
ARG,1981,N/A
ARM,1981,N/A
ASM,1981,N/A
ATG,1981,N/A
AUS,1981,N/A
AUT,1981,N/A
AZE,1981,N/A
BDI,1981,N/A
BEL,1981,N/A
BEN,1981,N/A
BFA,1981,N/A
BGD,1981,N/A
BGR,1981,N/A
BHR,1981,N/A
BHS,1981,N/A
BIH,1981,N/A
BLR,1981,N/A
BLZ,1981,N/A
BMU,1981,N/A
BOL,1981,N/A
BRA,1981,N/A
BRB,1981,N/A
BRN,1981,N/A
BTN,1981,N/A
BWA,1981,N/A
CAF,1981,N/A
CAN,1981,N/A
CHE,1981,N/A
CHL,1981,N/A
CHN,1981,N/A
CIV,1981,N/A
CMR,1981,N/A
COD,1981,N/A
COG,1981,N/A
COL,1981,N/A
COM,1981,N/A
CPV,1981,N/A
CRI,1981,N/A
CUB,1981,N/A
CYM,1981,N/A
CYP,1981,N/A
CZE,1981,N/A
DEU,1981,N/A
DJI,1981,N/A
DMA,1981,N/A
DNK,1981,N/A
DOM,1981,N/A
DZA,1981,N/A
ECU,1981,N/A
EGY,1981,N/A
ERI,1981,N/A
ESP,1981,N/A
EST,1981,N/A
ETH,1981,N/A
FIN,1981,N/A
FJI,1981,N/A
FRA,1981,N/A
FSM,1981,N/A
GAB,1981,N/A
GBR,1981,N/A
GEO,1981,N/A
GHA,1981,N/A
GIN,1981,N/A
GMB,1981,N/A
GNB,1981,N/A
GNQ,1981,N/A
GRC,1981,N/A
GRD,1981,N/A
GTM,1981,N/A
GUM,1981,N/A
GUY,1981,N/A
HKG,1981,N/A
HND,1981,N/A
HRV,1981,N/A
HTI,1981,N/A
HUN,1981,N/A
IDN,1981,N/A
IND,1981,N/A
IRL,1981,N/A
IRN,1981,N/A
IRQ,1981,N/A
ISL,1981,N/A
ISR,1981,N/A
ITA,1981,N/A
JAM,1981,N/A
JOR,1981,N/A
JPN,1981,N/A
KAZ,1981,N/A
KEN,1981,N/A
KGZ,1981,N/A
KHM,1981,N/A
KIR,1981,N/A
KNA,1981,N/A
KOR,1981,N/A
KWT,1981,N/A
LAO,1981,N/A
LBN,1981,N/A
LBR,1981,N/A
LBY,1981,N/A
LCA,1981,N/A
LIE,1981,N/A
LKA,1981,N/A
LSO,1981,N/A
LTU,1981,N/A
LUX,1981,N/A
LVA,1981,N/A
MAC,1981,N/A
MAF,1981,N/A
MAR,1981,N/A
MDA,1981,N/A
MDG,1981,N/A
MDV,1981,N/A
MEX,1981,N/A
MHL,1981,N/A
MKD,1981,N/A
MLI,1981,N/A
MLT,1981,N/A
MMR,1981,N/A
MNE,1981,N/A
MNG,1981,N/A
MNP,1981,N/A
MOZ,1981,N/A
MRT,1981,N/A
MUS,1981,N/A
MWI,1981,N/A
MYS,1981,N/A
NAM,1981,N/A
NCL,1981,N/A
NER,1981,N/A
NGA,1981,N/A
NIC,1981,N/A
NLD,1981,N/A
NOR,1981,N/A
NPL,1981,N/A
NZL,1981,N/A
OMN,1981,N/A
PAK,1981,N/A
PAN,1981,N/A
PER,1981,N/A
PHL,1981,N/A
PLW,1981,N/A
PNG,1981,N/A
POL,1981,N/A
PRI,1981,N/A
PRK,1981,N/A
PRT,1981,N/A
PRY,1981,N/A
PSE,1981,N/A
PYF,1981,N/A
QAT,1981,N/A
ROU,1981,N/A
RUS,1981,N/A
RWA,1981,N/A
SAU,1981,N/A
SDN,1981,N/A
SEN,1981,N/A
SGP,1981,N/A
SLB,1981,N/A
SLE,1981,N/A
SLV,1981,N/A
SOM,1981,N/A
SRB,1981,N/A
SSD,1981,N/A
STP,1981,N/A
SUR,1981,N/A
SVK,1981,N/A
SVN,1981,N/A
SWE,1981,N/A
SWZ,1981,N/A
SXM,1981,N/A
SYC,1981,N/A
SYR,1981,N/A
TCA,1981,N/A
TCD,1981,N/A
TGO,1981,N/A
THA,1981,N/A
TJK,1981,N/A
TKM,1981,N/A
TLS,1981,N/A
TON,1981,N/A
TTO,1981,N/A
TUN,1981,N/A
TUR,1981,N/A
TUV,1981,N/A
TZA,1981,N/A
UGA,1981,N/A
UKR,1981,N/A
URY,1981,N/A
USA,1981,N/A
UZB,1981,N/A
VCT,1981,N/A
VEN,1981,N/A
VGB,1981,N/A
VIR,1981,N/A
VNM,1981,N/A
VUT,1981,N/A
WSM,1981,N/A
YEM,1981,N/A
ZAF,1981,N/A
ZMB,1981,N/A
ZWE,1981,N/A
AFG,1982,N/A
AGO,1982,N/A
ALB,1982,N/A
ARE,1982,N/A
ARG,1982,N/A
ARM,1982,N/A
ASM,1982,N/A
ATG,1982,N/A
AUS,1982,N/A
AUT,1982,N/A
AZE,1982,N/A
BDI,1982,N/A
BEL,1982,N/A
BEN,1982,N/A
BFA,1982,N/A
BGD,1982,N/A
BGR,1982,N/A
BHR,1982,N/A
BHS,1982,N/A
BIH,1982,N/A
BLR,1982,N/A
BLZ,1982,N/A
BMU,1982,N/A
BOL,1982,N/A
BRA,1982,N/A
BRB,1982,N/A
BRN,1982,N/A
BTN,1982,N/A
BWA,1982,N/A
CAF,1982,N/A
CAN,1982,N/A
CHE,1982,N/A
CHL,1982,N/A
CHN,1982,N/A
CIV,1982,N/A
CMR,1982,N/A
COD,1982,N/A
COG,1982,N/A
COL,1982,N/A
COM,1982,N/A
CPV,1982,N/A
CRI,1982,N/A
CUB,1982,N/A
CYM,1982,N/A
CYP,1982,N/A
CZE,1982,N/A
DEU,1982,N/A
DJI,1982,N/A
DMA,1982,N/A
DNK,1982,N/A
DOM,1982,N/A
DZA,1982,N/A
ECU,1982,N/A
EGY,1982,N/A
ERI,1982,N/A
ESP,1982,N/A
EST,1982,N/A
ETH,1982,N/A
FIN,1982,N/A
FJI,1982,N/A
FRA,1982,N/A
FSM,1982,N/A
GAB,1982,N/A
GBR,1982,N/A
GEO,1982,N/A
GHA,1982,N/A
GIN,1982,N/A
GMB,1982,N/A
GNB,1982,N/A
GNQ,1982,N/A
GRC,1982,N/A
GRD,1982,N/A
GTM,1982,N/A
GUM,1982,N/A
GUY,1982,N/A
HKG,1982,N/A
HND,1982,N/A
HRV,1982,N/A
HTI,1982,N/A
HUN,1982,N/A
IDN,1982,N/A
IND,1982,N/A
IRL,1982,N/A
IRN,1982,N/A
IRQ,1982,N/A
ISL,1982,N/A
ISR,1982,N/A
ITA,1982,N/A
JAM,1982,N/A
JOR,1982,N/A
JPN,1982,N/A
KAZ,1982,N/A
KEN,1982,N/A
KGZ,1982,N/A
KHM,1982,N/A
KIR,1982,N/A
KNA,1982,N/A
KOR,1982,N/A
KWT,1982,N/A
LAO,1982,N/A
LBN,1982,N/A
LBR,1982,N/A
LBY,1982,N/A
LCA,1982,N/A
LIE,1982,N/A
LKA,1982,N/A
LSO,1982,N/A
LTU,1982,N/A
LUX,1982,N/A
LVA,1982,N/A
MAC,1982,N/A
MAF,1982,N/A
MAR,1982,N/A
MDA,1982,N/A
MDG,1982,N/A
MDV,1982,N/A
MEX,1982,N/A
MHL,1982,N/A
MKD,1982,N/A
MLI,1982,N/A
MLT,1982,N/A
MMR,1982,N/A
MNE,1982,N/A
MNG,1982,N/A
MNP,1982,N/A
MOZ,1982,N/A
MRT,1982,N/A
MUS,1982,N/A
MWI,1982,N/A
MYS,1982,N/A
NAM,1982,N/A
NCL,1982,N/A
NER,1982,N/A
NGA,1982,N/A
NIC,1982,N/A
NLD,1982,N/A
NOR,1982,N/A
NPL,1982,N/A
NZL,1982,N/A
OMN,1982,N/A
PAK,1982,N/A
PAN,1982,N/A
PER,1982,N/A
PHL,1982,N/A
PLW,1982,N/A
PNG,1982,N/A
POL,1982,N/A
PRI,1982,N/A
PRK,1982,N/A
PRT,1982,N/A
PRY,1982,N/A
PSE,1982,N/A
PYF,1982,N/A
QAT,1982,N/A
ROU,1982,N/A
RUS,1982,N/A
RWA,1982,N/A
SAU,1982,N/A
SDN,1982,N/A
SEN,1982,N/A
SGP,1982,N/A
SLB,1982,N/A
SLE,1982,N/A
SLV,1982,N/A
SOM,1982,N/A
SRB,1982,N/A
SSD,1982,N/A
STP,1982,N/A
SUR,1982,N/A
SVK,1982,N/A
SVN,1982,N/A
SWE,1982,N/A
SWZ,1982,N/A
SXM,1982,N/A
SYC,1982,N/A
SYR,1982,N/A
TCA,1982,N/A
TCD,1982,N/A
TGO,1982,N/A
THA,1982,N/A
TJK,1982,N/A
TKM,1982,N/A
TLS,1982,N/A
TON,1982,N/A
TTO,1982,N/A
TUN,1982,N/A
TUR,1982,N/A
TUV,1982,N/A
TZA,1982,N/A
UGA,1982,N/A
UKR,1982,N/A
URY,1982,N/A
USA,1982,N/A
UZB,1982,N/A
VCT,1982,N/A
VEN,1982,N/A
VGB,1982,N/A
VIR,1982,N/A
VNM,1982,N/A
VUT,1982,N/A
WSM,1982,N/A
YEM,1982,N/A
ZAF,1982,N/A
ZMB,1982,N/A
ZWE,1982,N/A
AFG,1983,N/A
AGO,1983,N/A
ALB,1983,N/A
ARE,1983,N/A
ARG,1983,N/A
ARM,1983,N/A
ASM,1983,N/A
ATG,1983,N/A
AUS,1983,N/A
AUT,1983,N/A
AZE,1983,N/A
BDI,1983,N/A
BEL,1983,N/A
BEN,1983,N/A
BFA,1983,N/A
BGD,1983,N/A
BGR,1983,N/A
BHR,1983,N/A
BHS,1983,N/A
BIH,1983,N/A
BLR,1983,N/A
BLZ,1983,N/A
BMU,1983,N/A
BOL,1983,N/A
BRA,1983,N/A
BRB,1983,N/A
BRN,1983,N/A
BTN,1983,N/A
BWA,1983,N/A
CAF,1983,N/A
CAN,1983,N/A
CHE,1983,N/A
CHL,1983,N/A
CHN,1983,N/A
CIV,1983,N/A
CMR,1983,N/A
COD,1983,N/A
COG,1983,N/A
COL,1983,N/A
COM,1983,N/A
CPV,1983,N/A
CRI,1983,N/A
CUB,1983,N/A
CYM,1983,N/A
CYP,1983,N/A
CZE,1983,N/A
DEU,1983,N/A
DJI,1983,N/A
DMA,1983,N/A
DNK,1983,N/A
DOM,1983,N/A
DZA,1983,N/A
ECU,1983,N/A
EGY,1983,N/A
ERI,1983,N/A
ESP,1983,N/A
EST,1983,N/A
ETH,1983,N/A
FIN,1983,N/A
FJI,1983,N/A
FRA,1983,N/A
FSM,1983,N/A
GAB,1983,N/A
GBR,1983,N/A
GEO,1983,N/A
GHA,1983,N/A
GIN,1983,N/A
GMB,1983,N/A
GNB,1983,N/A
GNQ,1983,N/A
GRC,1983,N/A
GRD,1983,N/A
GTM,1983,N/A
GUM,1983,N/A
GUY,1983,N/A
HKG,1983,N/A
HND,1983,N/A
HRV,1983,N/A
HTI,1983,N/A
HUN,1983,N/A
IDN,1983,N/A
IND,1983,N/A
IRL,1983,N/A
IRN,1983,N/A
IRQ,1983,N/A
ISL,1983,N/A
ISR,1983,N/A
ITA,1983,N/A
JAM,1983,N/A
JOR,1983,N/A
JPN,1983,N/A
KAZ,1983,N/A
KEN,1983,N/A
KGZ,1983,N/A
KHM,1983,N/A
KIR,1983,N/A
KNA,1983,N/A
KOR,1983,N/A
KWT,1983,N/A
LAO,1983,N/A
LBN,1983,N/A
LBR,1983,N/A
LBY,1983,N/A
LCA,1983,N/A
LIE,1983,N/A
LKA,1983,N/A
LSO,1983,N/A
LTU,1983,N/A
LUX,1983,N/A
LVA,1983,N/A
MAC,1983,N/A
MAF,1983,N/A
MAR,1983,N/A
MDA,1983,N/A
MDG,1983,N/A
MDV,1983,N/A
MEX,1983,N/A
MHL,1983,N/A
MKD,1983,N/A
MLI,1983,N/A
MLT,1983,N/A
MMR,1983,N/A
MNE,1983,N/A
MNG,1983,N/A
MNP,1983,N/A
MOZ,1983,N/A
MRT,1983,N/A
MUS,1983,N/A
MWI,1983,N/A
MYS,1983,N/A
NAM,1983,N/A
NCL,1983,N/A
NER,1983,N/A
NGA,1983,N/A
NIC,1983,N/A
NLD,1983,N/A
NOR,1983,N/A
NPL,1983,N/A
NZL,1983,N/A
OMN,1983,N/A
PAK,1983,N/A
PAN,1983,N/A
PER,1983,N/A
PHL,1983,N/A
PLW,1983,N/A
PNG,1983,N/A
POL,1983,N/A
PRI,1983,N/A
PRK,1983,N/A
PRT,1983,N/A
PRY,1983,N/A
PSE,1983,N/A
PYF,1983,N/A
QAT,1983,N/A
ROU,1983,N/A
RUS,1983,N/A
RWA,1983,N/A
SAU,1983,N/A
SDN,1983,N/A
SEN,1983,N/A
SGP,1983,N/A
SLB,1983,N/A
SLE,1983,N/A
SLV,1983,N/A
SOM,1983,N/A
SRB,1983,N/A
SSD,1983,N/A
STP,1983,N/A
SUR,1983,N/A
SVK,1983,N/A
SVN,1983,N/A
SWE,1983,N/A
SWZ,1983,N/A
SXM,1983,N/A
SYC,1983,N/A
SYR,1983,N/A
TCA,1983,N/A
TCD,1983,N/A
TGO,1983,N/A
THA,1983,N/A
TJK,1983,N/A
TKM,1983,N/A
TLS,1983,N/A
TON,1983,N/A
TTO,1983,N/A
TUN,1983,N/A
TUR,1983,N/A
TUV,1983,N/A
TZA,1983,N/A
UGA,1983,N/A
UKR,1983,N/A
URY,1983,N/A
USA,1983,N/A
UZB,1983,N/A
VCT,1983,N/A
VEN,1983,N/A
VGB,1983,N/A
VIR,1983,N/A
VNM,1983,N/A
VUT,1983,N/A
WSM,1983,N/A
YEM,1983,N/A
ZAF,1983,N/A
ZMB,1983,N/A
ZWE,1983,N/A
AFG,1984,N/A
AGO,1984,N/A
ALB,1984,N/A
ARE,1984,N/A
ARG,1984,N/A
ARM,1984,N/A
ASM,1984,N/A
ATG,1984,N/A
AUS,1984,N/A
AUT,1984,N/A
AZE,1984,N/A
BDI,1984,N/A
BEL,1984,N/A
BEN,1984,N/A
BFA,1984,N/A
BGD,1984,N/A
BGR,1984,N/A
BHR,1984,N/A
BHS,1984,N/A
BIH,1984,N/A
BLR,1984,N/A
BLZ,1984,N/A
BMU,1984,N/A
BOL,1984,N/A
BRA,1984,N/A
BRB,1984,N/A
BRN,1984,N/A
BTN,1984,N/A
BWA,1984,N/A
CAF,1984,N/A
CAN,1984,N/A
CHE,1984,N/A
CHL,1984,N/A
CHN,1984,N/A
CIV,1984,N/A
CMR,1984,N/A
COD,1984,N/A
COG,1984,N/A
COL,1984,N/A
COM,1984,N/A
CPV,1984,N/A
CRI,1984,N/A
CUB,1984,N/A
CYM,1984,N/A
CYP,1984,N/A
CZE,1984,N/A
DEU,1984,N/A
DJI,1984,N/A
DMA,1984,N/A
DNK,1984,N/A
DOM,1984,N/A
DZA,1984,N/A
ECU,1984,N/A
EGY,1984,N/A
ERI,1984,N/A
ESP,1984,N/A
EST,1984,N/A
ETH,1984,N/A
FIN,1984,N/A
FJI,1984,N/A
FRA,1984,N/A
FSM,1984,N/A
GAB,1984,N/A
GBR,1984,N/A
GEO,1984,N/A
GHA,1984,N/A
GIN,1984,N/A
GMB,1984,N/A
GNB,1984,N/A
GNQ,1984,N/A
GRC,1984,N/A
GRD,1984,N/A
GTM,1984,N/A
GUM,1984,N/A
GUY,1984,N/A
HKG,1984,N/A
HND,1984,N/A
HRV,1984,N/A
HTI,1984,N/A
HUN,1984,N/A
IDN,1984,N/A
IND,1984,N/A
IRL,1984,N/A
IRN,1984,N/A
IRQ,1984,N/A
ISL,1984,N/A
ISR,1984,N/A
ITA,1984,N/A
JAM,1984,N/A
JOR,1984,N/A
JPN,1984,N/A
KAZ,1984,N/A
KEN,1984,N/A
KGZ,1984,N/A
KHM,1984,N/A
KIR,1984,N/A
KNA,1984,N/A
KOR,1984,N/A
KWT,1984,N/A
LAO,1984,N/A
LBN,1984,N/A
LBR,1984,N/A
LBY,1984,N/A
LCA,1984,N/A
LIE,1984,N/A
LKA,1984,N/A
LSO,1984,N/A
LTU,1984,N/A
LUX,1984,N/A
LVA,1984,N/A
MAC,1984,N/A
MAF,1984,N/A
MAR,1984,N/A
MDA,1984,N/A
MDG,1984,N/A
MDV,1984,N/A
MEX,1984,N/A
MHL,1984,N/A
MKD,1984,N/A
MLI,1984,N/A
MLT,1984,N/A
MMR,1984,N/A
MNE,1984,N/A
MNG,1984,N/A
MNP,1984,N/A
MOZ,1984,N/A
MRT,1984,N/A
MUS,1984,N/A
MWI,1984,N/A
MYS,1984,N/A
NAM,1984,N/A
NCL,1984,N/A
NER,1984,N/A
NGA,1984,N/A
NIC,1984,N/A
NLD,1984,N/A
NOR,1984,N/A
NPL,1984,N/A
NZL,1984,N/A
OMN,1984,N/A
PAK,1984,N/A
PAN,1984,N/A
PER,1984,N/A
PHL,1984,N/A
PLW,1984,N/A
PNG,1984,N/A
POL,1984,N/A
PRI,1984,N/A
PRK,1984,N/A
PRT,1984,N/A
PRY,1984,N/A
PSE,1984,N/A
PYF,1984,N/A
QAT,1984,N/A
ROU,1984,N/A
RUS,1984,N/A
RWA,1984,N/A
SAU,1984,N/A
SDN,1984,N/A
SEN,1984,N/A
SGP,1984,N/A
SLB,1984,N/A
SLE,1984,N/A
SLV,1984,N/A
SOM,1984,N/A
SRB,1984,N/A
