Country Code,Year,tourism
KWT,1961,N/A
LAO,1961,N/A
LBN,1961,N/A
LBR,1961,N/A
LBY,1961,N/A
LCA,1961,N/A
LIE,1961,N/A
LKA,1961,N/A
LSO,1961,N/A
LTU,1961,N/A
LUX,1961,N/A
LVA,1961,N/A
MAC,1961,N/A
MAF,1961,N/A
MAR,1961,N/A
MDA,1961,N/A
MDG,1961,N/A
MDV,1961,N/A
MEX,1961,N/A
MHL,1961,N/A
MKD,1961,N/A
MLI,1961,N/A
MLT,1961,N/A
MMR,1961,N/A
MNE,1961,N/A
MNG,1961,N/A
MNP,1961,N/A
MOZ,1961,N/A
MRT,1961,N/A
MUS,1961,N/A
MWI,1961,N/A
MYS,1961,N/A
NAM,1961,N/A
NCL,1961,N/A
NER,1961,N/A
NGA,1961,N/A
NIC,1961,N/A
NLD,1961,N/A
NOR,1961,N/A
NPL,1961,N/A
NZL,1961,N/A
OMN,1961,N/A
PAK,1961,N/A
PAN,1961,N/A
PER,1961,N/A
PHL,1961,N/A
PLW,1961,N/A
PNG,1961,N/A
POL,1961,N/A
PRI,1961,N/A
PRK,1961,N/A
PRT,1961,N/A
PRY,1961,N/A
PSE,1961,N/A
PYF,1961,N/A
QAT,1961,N/A
ROU,1961,N/A
RUS,1961,N/A
RWA,1961,N/A
SAU,1961,N/A
SDN,1961,N/A
SEN,1961,N/A
SGP,1961,N/A
SLB,1961,N/A
SLE,1961,N/A
SLV,1961,N/A
SOM,1961,N/A
SRB,1961,N/A
SSD,1961,N/A
STP,1961,N/A
SUR,1961,N/A
SVK,1961,N/A
SVN,1961,N/A
SWE,1961,N/A
SWZ,1961,N/A
SXM,1961,N/A
SYC,1961,N/A
SYR,1961,N/A
TCA,1961,N/A
TCD,1961,N/A
TGO,1961,N/A
THA,1961,N/A
TJK,1961,N/A
TKM,1961,N/A
TLS,1961,N/A
TON,1961,N/A
TTO,1961,N/A
TUN,1961,N/A
TUR,1961,N/A
TUV,1961,N/A
TZA,1961,N/A
UGA,1961,N/A
UKR,1961,N/A
URY,1961,N/A
USA,1961,N/A
UZB,1961,N/A
VCT,1961,N/A
VEN,1961,N/A
VGB,1961,N/A
VIR,1961,N/A
VNM,1961,N/A
VUT,1961,N/A
WSM,1961,N/A
YEM,1961,N/A
ZAF,1961,N/A
ZMB,1961,N/A
ZWE,1961,N/A
AFG,1962,N/A
AGO,1962,N/A
ALB,1962,N/A
ARE,1962,N/A
ARG,1962,N/A
ARM,1962,N/A
ASM,1962,N/A
ATG,1962,N/A
AUS,1962,N/A
AUT,1962,N/A
AZE,1962,N/A
BDI,1962,N/A
BEL,1962,N/A
BEN,1962,N/A
BFA,1962,N/A
BGD,1962,N/A
BGR,1962,N/A
BHR,1962,N/A
BHS,1962,N/A
BIH,1962,N/A
BLR,1962,N/A
BLZ,1962,N/A
BMU,1962,N/A
BOL,1962,N/A
BRA,1962,N/A
BRB,1962,N/A
BRN,1962,N/A
BTN,1962,N/A
BWA,1962,N/A
CAF,1962,N/A
CAN,1962,N/A
CHE,1962,N/A
CHL,1962,N/A
CHN,1962,N/A
CIV,1962,N/A
CMR,1962,N/A
COD,1962,N/A
COG,1962,N/A
COL,1962,N/A
COM,1962,N/A
CPV,1962,N/A
CRI,1962,N/A
CUB,1962,N/A
CYM,1962,N/A
CYP,1962,N/A
CZE,1962,N/A
DEU,1962,N/A
DJI,1962,N/A
DMA,1962,N/A
DNK,1962,N/A
DOM,1962,N/A
DZA,1962,N/A
ECU,1962,N/A
EGY,1962,N/A
ERI,1962,N/A
ESP,1962,N/A
EST,1962,N/A
ETH,1962,N/A
FIN,1962,N/A
FJI,1962,N/A
FRA,1962,N/A
FSM,1962,N/A
GAB,1962,N/A
GBR,1962,N/A
GEO,1962,N/A
GHA,1962,N/A
GIN,1962,N/A
GMB,1962,N/A
GNB,1962,N/A
GNQ,1962,N/A
GRC,1962,N/A
GRD,1962,N/A
GTM,1962,N/A
GUM,1962,N/A
GUY,1962,N/A
HKG,1962,N/A
HND,1962,N/A
HRV,1962,N/A
HTI,1962,N/A
HUN,1962,N/A
IDN,1962,N/A
IND,1962,N/A
IRL,1962,N/A
IRN,1962,N/A
IRQ,1962,N/A
ISL,1962,N/A
ISR,1962,N/A
ITA,1962,N/A
JAM,1962,N/A
JOR,1962,N/A
JPN,1962,N/A
KAZ,1962,N/A
KEN,1962,N/A
KGZ,1962,N/A
KHM,1962,N/A
KIR,1962,N/A
KNA,1962,N/A
KOR,1962,N/A
KWT,1962,N/A
LAO,1962,N/A
LBN,1962,N/A
LBR,1962,N/A
LBY,1962,N/A
LCA,1962,N/A
LIE,1962,N/A
LKA,1962,N/A
LSO,1962,N/A
LTU,1962,N/A
LUX,1962,N/A
LVA,1962,N/A
MAC,1962,N/A
MAF,1962,N/A
MAR,1962,N/A
MDA,1962,N/A
MDG,1962,N/A
MDV,1962,N/A
MEX,1962,N/A
MHL,1962,N/A
MKD,1962,N/A
MLI,1962,N/A
MLT,1962,N/A
MMR,1962,N/A
MNE,1962,N/A
MNG,1962,N/A
MNP,1962,N/A
MOZ,1962,N/A
MRT,1962,N/A
MUS,1962,N/A
MWI,1962,N/A
MYS,1962,N/A
NAM,1962,N/A
NCL,1962,N/A
NER,1962,N/A
NGA,1962,N/A
NIC,1962,N/A
NLD,1962,N/A
NOR,1962,N/A
NPL,1962,N/A
NZL,1962,N/A
OMN,1962,N/A
PAK,1962,N/A
PAN,1962,N/A
PER,1962,N/A
PHL,1962,N/A
PLW,1962,N/A
PNG,1962,N/A
POL,1962,N/A
PRI,1962,N/A
PRK,1962,N/A
PRT,1962,N/A
PRY,1962,N/A
PSE,1962,N/A
PYF,1962,N/A
QAT,1962,N/A
ROU,1962,N/A
RUS,1962,N/A
RWA,1962,N/A
SAU,1962,N/A
SDN,1962,N/A
SEN,1962,N/A
SGP,1962,N/A
SLB,1962,N/A
SLE,1962,N/A
SLV,1962,N/A
SOM,1962,N/A
SRB,1962,N/A
SSD,1962,N/A
STP,1962,N/A
SUR,1962,N/A
SVK,1962,N/A
SVN,1962,N/A
SWE,1962,N/A
SWZ,1962,N/A
SXM,1962,N/A
SYC,1962,N/A
SYR,1962,N/A
TCA,1962,N/A
TCD,1962,N/A
TGO,1962,N/A
THA,1962,N/A
TJK,1962,N/A
TKM,1962,N/A
TLS,1962,N/A
TON,1962,N/A
TTO,1962,N/A
TUN,1962,N/A
TUR,1962,N/A
TUV,1962,N/A
TZA,1962,N/A
UGA,1962,N/A
UKR,1962,N/A
URY,1962,N/A
USA,1962,N/A
UZB,1962,N/A
VCT,1962,N/A
VEN,1962,N/A
VGB,1962,N/A
VIR,1962,N/A
VNM,1962,N/A
VUT,1962,N/A
WSM,1962,N/A
YEM,1962,N/A
ZAF,1962,N/A
ZMB,1962,N/A
ZWE,1962,N/A
AFG,1963,N/A
AGO,1963,N/A
ALB,1963,N/A
ARE,1963,N/A
ARG,1963,N/A
ARM,1963,N/A
ASM,1963,N/A
ATG,1963,N/A
AUS,1963,N/A
AUT,1963,N/A
AZE,1963,N/A
BDI,1963,N/A
BEL,1963,N/A
BEN,1963,N/A
BFA,1963,N/A
BGD,1963,N/A
BGR,1963,N/A
BHR,1963,N/A
BHS,1963,N/A
BIH,1963,N/A
BLR,1963,N/A
BLZ,1963,N/A
BMU,1963,N/A
BOL,1963,N/A
BRA,1963,N/A
BRB,1963,N/A
BRN,1963,N/A
BTN,1963,N/A
BWA,1963,N/A
CAF,1963,N/A
CAN,1963,N/A
CHE,1963,N/A
CHL,1963,N/A
CHN,1963,N/A
CIV,1963,N/A
CMR,1963,N/A
COD,1963,N/A
COG,1963,N/A
COL,1963,N/A
COM,1963,N/A
CPV,1963,N/A
CRI,1963,N/A
CUB,1963,N/A
CYM,1963,N/A
CYP,1963,N/A
CZE,1963,N/A
DEU,1963,N/A
DJI,1963,N/A
DMA,1963,N/A
DNK,1963,N/A
DOM,1963,N/A
DZA,1963,N/A
ECU,1963,N/A
EGY,1963,N/A
ERI,1963,N/A
ESP,1963,N/A
EST,1963,N/A
ETH,1963,N/A
FIN,1963,N/A
FJI,1963,N/A
FRA,1963,N/A
FSM,1963,N/A
GAB,1963,N/A
GBR,1963,N/A
GEO,1963,N/A
GHA,1963,N/A
GIN,1963,N/A
GMB,1963,N/A
GNB,1963,N/A
GNQ,1963,N/A
GRC,1963,N/A
GRD,1963,N/A
GTM,1963,N/A
GUM,1963,N/A
GUY,1963,N/A
HKG,1963,N/A
HND,1963,N/A
HRV,1963,N/A
HTI,1963,N/A
HUN,1963,N/A
IDN,1963,N/A
IND,1963,N/A
IRL,1963,N/A
IRN,1963,N/A
IRQ,1963,N/A
ISL,1963,N/A
ISR,1963,N/A
ITA,1963,N/A
JAM,1963,N/A
JOR,1963,N/A
JPN,1963,N/A
KAZ,1963,N/A
KEN,1963,N/A
KGZ,1963,N/A
KHM,1963,N/A
KIR,1963,N/A
KNA,1963,N/A
KOR,1963,N/A
KWT,1963,N/A
LAO,1963,N/A
LBN,1963,N/A
LBR,1963,N/A
LBY,1963,N/A
LCA,1963,N/A
LIE,1963,N/A
LKA,1963,N/A
LSO,1963,N/A
LTU,1963,N/A
LUX,1963,N/A
LVA,1963,N/A
MAC,1963,N/A
MAF,1963,N/A
MAR,1963,N/A
MDA,1963,N/A
MDG,1963,N/A
MDV,1963,N/A
MEX,1963,N/A
MHL,1963,N/A
MKD,1963,N/A
MLI,1963,N/A
MLT,1963,N/A
MMR,1963,N/A
MNE,1963,N/A
MNG,1963,N/A
MNP,1963,N/A
MOZ,1963,N/A
MRT,1963,N/A
MUS,1963,N/A
MWI,1963,N/A
MYS,1963,N/A
NAM,1963,N/A
NCL,1963,N/A
NER,1963,N/A
NGA,1963,N/A
NIC,1963,N/A
NLD,1963,N/A
NOR,1963,N/A
NPL,1963,N/A
NZL,1963,N/A
OMN,1963,N/A
PAK,1963,N/A
PAN,1963,N/A
PER,1963,N/A
PHL,1963,N/A
PLW,1963,N/A
PNG,1963,N/A
POL,1963,N/A
PRI,1963,N/A
PRK,1963,N/A
PRT,1963,N/A
PRY,1963,N/A
PSE,1963,N/A
PYF,1963,N/A
QAT,1963,N/A
ROU,1963,N/A
RUS,1963,N/A
RWA,1963,N/A
SAU,1963,N/A
SDN,1963,N/A
SEN,1963,N/A
SGP,1963,N/A
SLB,1963,N/A
SLE,1963,N/A
SLV,1963,N/A
SOM,1963,N/A
SRB,1963,N/A
SSD,1963,N/A
STP,1963,N/A
SUR,1963,N/A
SVK,1963,N/A
SVN,1963,N/A
SWE,1963,N/A
SWZ,1963,N/A
SXM,1963,N/A
SYC,1963,N/A
SYR,1963,N/A
TCA,1963,N/A
TCD,1963,N/A
TGO,1963,N/A
THA,1963,N/A
TJK,1963,N/A
TKM,1963,N/A
TLS,1963,N/A
TON,1963,N/A
TTO,1963,N/A
TUN,1963,N/A
TUR,1963,N/A
TUV,1963,N/A
TZA,1963,N/A
UGA,1963,N/A
UKR,1963,N/A
URY,1963,N/A
USA,1963,N/A
UZB,1963,N/A
VCT,1963,N/A
VEN,1963,N/A
VGB,1963,N/A
VIR,1963,N/A
VNM,1963,N/A
VUT,1963,N/A
WSM,1963,N/A
YEM,1963,N/A
ZAF,1963,N/A
ZMB,1963,N/A
ZWE,1963,N/A
AFG,1964,N/A
AGO,1964,N/A
ALB,1964,N/A
ARE,1964,N/A
ARG,1964,N/A
ARM,1964,N/A
ASM,1964,N/A
ATG,1964,N/A
AUS,1964,N/A
AUT,1964,N/A
AZE,1964,N/A
BDI,1964,N/A
BEL,1964,N/A
BEN,1964,N/A
BFA,1964,N/A
BGD,1964,N/A
BGR,1964,N/A
BHR,1964,N/A
BHS,1964,N/A
BIH,1964,N/A
BLR,1964,N/A
BLZ,1964,N/A
BMU,1964,N/A
BOL,1964,N/A
BRA,1964,N/A
BRB,1964,N/A
BRN,1964,N/A
BTN,1964,N/A
BWA,1964,N/A
CAF,1964,N/A
CAN,1964,N/A
CHE,1964,N/A
CHL,1964,N/A
CHN,1964,N/A
CIV,1964,N/A
CMR,1964,N/A
COD,1964,N/A
COG,1964,N/A
COL,1964,N/A
COM,1964,N/A
CPV,1964,N/A
CRI,1964,N/A
CUB,1964,N/A
CYM,1964,N/A
CYP,1964,N/A
CZE,1964,N/A
DEU,1964,N/A
DJI,1964,N/A
DMA,1964,N/A
DNK,1964,N/A
DOM,1964,N/A
DZA,1964,N/A
ECU,1964,N/A
EGY,1964,N/A
ERI,1964,N/A
ESP,1964,N/A
EST,1964,N/A
ETH,1964,N/A
FIN,1964,N/A
FJI,1964,N/A
FRA,1964,N/A
FSM,1964,N/A
GAB,1964,N/A
GBR,1964,N/A
GEO,1964,N/A
GHA,1964,N/A
GIN,1964,N/A
GMB,1964,N/A
GNB,1964,N/A
GNQ,1964,N/A
GRC,1964,N/A
GRD,1964,N/A
GTM,1964,N/A
GUM,1964,N/A
GUY,1964,N/A
HKG,1964,N/A
HND,1964,N/A
HRV,1964,N/A
HTI,1964,N/A
HUN,1964,N/A
IDN,1964,N/A
IND,1964,N/A
IRL,1964,N/A
IRN,1964,N/A
IRQ,1964,N/A
ISL,1964,N/A
ISR,1964,N/A
ITA,1964,N/A
JAM,1964,N/A
JOR,1964,N/A
JPN,1964,N/A
KAZ,1964,N/A
KEN,1964,N/A
KGZ,1964,N/A
KHM,1964,N/A
KIR,1964,N/A
KNA,1964,N/A
KOR,1964,N/A
KWT,1964,N/A
LAO,1964,N/A
LBN,1964,N/A
LBR,1964,N/A
LBY,1964,N/A
LCA,1964,N/A
LIE,1964,N/A
LKA,1964,N/A
LSO,1964,N/A
LTU,1964,N/A
LUX,1964,N/A
LVA,1964,N/A
MAC,1964,N/A
MAF,1964,N/A
MAR,1964,N/A
MDA,1964,N/A
MDG,1964,N/A
MDV,1964,N/A
MEX,1964,N/A
MHL,1964,N/A
MKD,1964,N/A
MLI,1964,N/A
MLT,1964,N/A
MMR,1964,N/A
MNE,1964,N/A
MNG,1964,N/A
MNP,1964,N/A
MOZ,1964,N/A
MRT,1964,N/A
MUS,1964,N/A
MWI,1964,N/A
MYS,1964,N/A
NAM,1964,N/A
NCL,1964,N/A
NER,1964,N/A
NGA,1964,N/A
NIC,1964,N/A
NLD,1964,N/A
NOR,1964,N/A
NPL,1964,N/A
NZL,1964,N/A
OMN,1964,N/A
PAK,1964,N/A
PAN,1964,N/A
PER,1964,N/A
PHL,1964,N/A
PLW,1964,N/A
PNG,1964,N/A
POL,1964,N/A
PRI,1964,N/A
PRK,1964,N/A
PRT,1964,N/A
PRY,1964,N/A
PSE,1964,N/A
PYF,1964,N/A
QAT,1964,N/A
ROU,1964,N/A
RUS,1964,N/A
RWA,1964,N/A
SAU,1964,N/A
SDN,1964,N/A
SEN,1964,N/A
SGP,1964,N/A
SLB,1964,N/A
SLE,1964,N/A
SLV,1964,N/A
SOM,1964,N/A
SRB,1964,N/A
SSD,1964,N/A
STP,1964,N/A
SUR,1964,N/A
SVK,1964,N/A
SVN,1964,N/A
SWE,1964,N/A
SWZ,1964,N/A
SXM,1964,N/A
SYC,1964,N/A
SYR,1964,N/A
TCA,1964,N/A
TCD,1964,N/A
TGO,1964,N/A
THA,1964,N/A
TJK,1964,N/A
TKM,1964,N/A
TLS,1964,N/A
TON,1964,N/A
TTO,1964,N/A
TUN,1964,N/A
TUR,1964,N/A
TUV,1964,N/A
TZA,1964,N/A
UGA,1964,N/A
UKR,1964,N/A
URY,1964,N/A
USA,1964,N/A
UZB,1964,N/A
VCT,1964,N/A
VEN,1964,N/A
VGB,1964,N/A
VIR,1964,N/A
VNM,1964,N/A
VUT,1964,N/A
WSM,1964,N/A
YEM,1964,N/A
ZAF,1964,N/A
ZMB,1964,N/A
ZWE,1964,N/A
AFG,1965,N/A
AGO,1965,N/A
ALB,1965,N/A
ARE,1965,N/A
ARG,1965,N/A
ARM,1965,N/A
ASM,1965,N/A
ATG,1965,N/A
AUS,1965,N/A
AUT,1965,N/A
AZE,1965,N/A
BDI,1965,N/A
BEL,1965,N/A
BEN,1965,N/A
BFA,1965,N/A
BGD,1965,N/A
BGR,1965,N/A
BHR,1965,N/A
BHS,1965,N/A
BIH,1965,N/A
BLR,1965,N/A
BLZ,1965,N/A
BMU,1965,N/A
BOL,1965,N/A
BRA,1965,N/A
BRB,1965,N/A
BRN,1965,N/A
BTN,1965,N/A
BWA,1965,N/A
CAF,1965,N/A
CAN,1965,N/A
CHE,1965,N/A
CHL,1965,N/A
CHN,1965,N/A
CIV,1965,N/A
CMR,1965,N/A
COD,1965,N/A
COG,1965,N/A
COL,1965,N/A
COM,1965,N/A
CPV,1965,N/A
CRI,1965,N/A
CUB,1965,N/A
CYM,1965,N/A
CYP,1965,N/A
CZE,1965,N/A
DEU,1965,N/A
DJI,1965,N/A
DMA,1965,N/A
DNK,1965,N/A
DOM,1965,N/A
DZA,1965,N/A
ECU,1965,N/A
EGY,1965,N/A
ERI,1965,N/A
ESP,1965,N/A
EST,1965,N/A
ETH,1965,N/A
FIN,1965,N/A
FJI,1965,N/A
FRA,1965,N/A
FSM,1965,N/A
GAB,1965,N/A
GBR,1965,N/A
GEO,1965,N/A
GHA,1965,N/A
GIN,1965,N/A
GMB,1965,N/A
GNB,1965,N/A
GNQ,1965,N/A
GRC,1965,N/A
GRD,1965,N/A
GTM,1965,N/A
GUM,1965,N/A
GUY,1965,N/A
HKG,1965,N/A
HND,1965,N/A
HRV,1965,N/A
HTI,1965,N/A
HUN,1965,N/A
IDN,1965,N/A
IND,1965,N/A
IRL,1965,N/A
IRN,1965,N/A
IRQ,1965,N/A
ISL,1965,N/A
ISR,1965,N/A
ITA,1965,N/A
JAM,1965,N/A
JOR,1965,N/A
JPN,1965,N/A
KAZ,1965,N/A
KEN,1965,N/A
KGZ,1965,N/A
KHM,1965,N/A
KIR,1965,N/A
KNA,1965,N/A
KOR,1965,N/A
KWT,1965,N/A
LAO,1965,N/A
LBN,1965,N/A
LBR,1965,N/A
LBY,1965,N/A
LCA,1965,N/A
LIE,1965,N/A
LKA,1965,N/A
LSO,1965,N/A
LTU,1965,N/A
LUX,1965,N/A
LVA,1965,N/A
MAC,1965,N/A
MAF,1965,N/A
MAR,1965,N/A
MDA,1965,N/A
MDG,1965,N/A
MDV,1965,N/A
MEX,1965,N/A
MHL,1965,N/A
MKD,1965,N/A
MLI,1965,N/A
MLT,1965,N/A
MMR,1965,N/A
MNE,1965,N/A
MNG,1965,N/A
MNP,1965,N/A
MOZ,1965,N/A
MRT,1965,N/A
MUS,1965,N/A
MWI,1965,N/A
MYS,1965,N/A
NAM,1965,N/A
NCL,1965,N/A
NER,1965,N/A
NGA,1965,N/A
NIC,1965,N/A
NLD,1965,N/A
NOR,1965,N/A
NPL,1965,N/A
NZL,1965,N/A
OMN,1965,N/A
PAK,1965,N/A
PAN,1965,N/A
PER,1965,N/A
PHL,1965,N/A
PLW,1965,N/A
PNG,1965,N/A
POL,1965,N/A
PRI,1965,N/A
PRK,1965,N/A
PRT,1965,N/A
PRY,1965,N/A
PSE,1965,N/A
PYF,1965,N/A
QAT,1965,N/A
ROU,1965,N/A
RUS,1965,N/A
RWA,1965,N/A
SAU,1965,N/A
SDN,1965,N/A
SEN,1965,N/A
SGP,1965,N/A
SLB,1965,N/A
SLE,1965,N/A
SLV,1965,N/A
SOM,1965,N/A
SRB,1965,N/A
SSD,1965,N/A
STP,1965,N/A
SUR,1965,N/A
SVK,1965,N/A
SVN,1965,N/A
SWE,1965,N/A
SWZ,1965,N/A
SXM,1965,N/A
SYC,1965,N/A
SYR,1965,N/A
TCA,1965,N/A
TCD,1965,N/A
TGO,1965,N/A
THA,1965,N/A
TJK,1965,N/A
TKM,1965,N/A
TLS,1965,N/A
TON,1965,N/A
TTO,1965,N/A
TUN,1965,N/A
TUR,1965,N/A
TUV,1965,N/A
TZA,1965,N/A
UGA,1965,N/A
UKR,1965,N/A
URY,1965,N/A
USA,1965,N/A
UZB,1965,N/A
VCT,1965,N/A
VEN,1965,N/A
VGB,1965,N/A
VIR,1965,N/A
VNM,1965,N/A
VUT,1965,N/A
WSM,1965,N/A
YEM,1965,N/A
ZAF,1965,N/A
ZMB,1965,N/A
ZWE,1965,N/A
AFG,1966,N/A
AGO,1966,N/A
ALB,1966,N/A
ARE,1966,N/A
ARG,1966,N/A
ARM,1966,N/A
ASM,1966,N/A
ATG,1966,N/A
AUS,1966,N/A
AUT,1966,N/A
AZE,1966,N/A
BDI,1966,N/A
BEL,1966,N/A
BEN,1966,N/A
BFA,1966,N/A
BGD,1966,N/A
BGR,1966,N/A
BHR,1966,N/A
BHS,1966,N/A
BIH,1966,N/A
BLR,1966,N/A
BLZ,1966,N/A
BMU,1966,N/A
BOL,1966,N/A
BRA,1966,N/A
BRB,1966,N/A
BRN,1966,N/A
BTN,1966,N/A
BWA,1966,N/A
CAF,1966,N/A
CAN,1966,N/A
CHE,1966,N/A
CHL,1966,N/A
CHN,1966,N/A
CIV,1966,N/A
CMR,1966,N/A
COD,1966,N/A
COG,1966,N/A
COL,1966,N/A
COM,1966,N/A
CPV,1966,N/A
CRI,1966,N/A
CUB,1966,N/A
